Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-603,75.7,47.9,11.5,0.0,-2.7,0.0,47.9,75.7,11.5,0.0,2.7,0.0,11.5,11.5,26.7,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,-2.7,-2.7,2.7,0.0,0.0,7.3,0.0,0.0,0.0,0.0,-2.7,0.0,7.3
JVASP-103216,16.7,-0.6,12.2,-0.0,0.0,0.0,-0.6,96.3,5.5,-0.0,0.0,-0.0,12.2,5.5,14.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,4.6,0.0,-0.0,-0.0,-0.0,-0.0,0.0,11.5
JVASP-8514,14.0,8.9,8.9,-0.0,-3.2,0.0,8.9,28.3,27.8,0.0,20.0,-0.0,8.9,27.8,28.5,-0.0,20.1,0.0,-0.0,0.0,-0.0,8.2,0.0,-3.3,-3.2,20.0,20.1,0.0,28.7,-0.0,0.0,-0.0,0.0,-3.3,-0.0,8.1
JVASP-22639,96.6,-0.6,5.7,-0.0,-0.0,-0.0,-0.6,16.7,12.2,-0.0,-0.0,0.0,5.7,12.2,14.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.5,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,4.7
JVASP-28397,24.2,-3.5,-0.0,0.0,0.0,0.2,-3.5,42.5,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.1,0.0,0.0,0.0,3.8,0.1,-0.0,0.0,-0.0,-0.0,0.1,0.0,0.0,0.2,0.0,0.1,-0.0,0.0,0.0
JVASP-8130,58.8,0.3,32.2,0.0,0.0,-0.0,0.3,58.8,32.2,0.0,0.0,-0.0,32.2,32.2,56.4,0.0,0.0,-0.0,0.0,0.0,0.0,17.2,-0.0,-0.0,0.0,0.0,0.0,0.0,38.5,0.0,-0.0,-0.0,-0.0,-0.0,0.0,38.5
JVASP-137,16.7,-0.3,12.9,0.0,0.0,0.0,-0.3,133.5,4.8,0.0,0.0,0.0,12.9,4.8,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0
JVASP-90508,183.0,49.6,67.4,0.0,30.4,0.0,49.6,187.7,57.4,-0.0,46.0,-0.0,67.4,57.4,166.3,0.0,33.2,0.0,0.0,-0.0,0.0,94.6,0.0,2.9,30.4,46.0,33.2,0.0,67.1,0.0,0.0,0.0,0.0,2.9,0.0,129.5
JVASP-91448,132.6,40.2,71.4,-26.3,-13.2,-13.5,40.2,135.4,27.4,-37.9,-15.8,-4.8,71.4,27.4,143.0,-16.8,-20.6,-14.1,-26.3,-37.9,-16.8,43.2,10.7,-0.3,-13.2,-15.8,-20.6,10.7,17.3,-15.2,-13.5,-4.8,-14.1,-0.3,-15.2,55.5
JVASP-22571,67.2,8.3,-2.2,-0.0,-0.0,0.0,8.3,57.4,-0.5,0.0,0.0,-0.0,-2.2,-0.5,45.7,-0.0,0.0,-0.0,-0.0,0.0,-0.0,23.3,-0.0,-0.0,-0.0,0.0,0.0,-0.0,31.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,64.9
JVASP-28392,360.9,242.2,242.2,0.0,-0.0,-0.0,242.2,360.9,242.2,-0.0,0.0,-0.0,242.2,242.2,360.9,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,231.9,-0.0,-0.0,-0.0,0.0,-0.0,0.0,231.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,231.9
JVASP-22572,51.5,37.6,-4.2,-5.9,-0.0,-0.0,37.6,51.5,-4.2,5.9,-0.0,0.0,-4.2,-4.2,68.4,-0.0,0.0,0.0,-5.9,5.9,-0.0,26.2,-0.0,-0.0,-0.0,0.0,0.0,-0.0,40.3,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,40.3
JVASP-7633,959.6,-65.0,-65.0,0.0,0.0,0.0,-65.0,959.6,-65.0,-0.0,-0.0,0.0,-65.0,-65.0,959.6,0.0,-0.0,-0.0,0.0,-0.0,0.0,-108.9,0.0,0.0,0.0,-0.0,-0.0,0.0,-108.9,0.0,0.0,0.0,-0.0,0.0,0.0,-108.9
JVASP-22611,77.3,-9.9,24.9,-0.0,-0.0,-0.0,-9.9,77.3,24.9,-0.0,-0.0,0.0,24.9,24.9,233.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,43.6,0.0,0.0,-0.0,-0.0,-0.0,0.0,44.3,-0.0,-0.0,0.0,-0.0,0.0,-0.0,44.3
JVASP-22578,67.9,9.2,-14.2,-0.0,18.4,-0.0,9.2,65.6,19.6,0.0,5.2,-0.0,-14.2,19.6,67.5,-0.0,1.2,-0.0,-0.0,0.0,-0.0,15.4,0.0,-9.7,18.4,5.2,1.2,0.0,31.0,0.0,-0.0,-0.0,-0.0,-9.7,0.0,26.4
JVASP-8150,543.3,12.0,12.3,-0.0,0.0,-0.0,12.0,29.0,24.0,0.0,0.0,-0.0,12.3,24.0,29.4,-0.0,0.0,-0.0,0.0,0.0,-0.0,13.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,27.6,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,13.5
JVASP-54225,164.0,48.2,57.0,-0.0,-0.0,-0.0,48.2,164.0,57.0,-0.0,0.0,0.0,57.0,57.0,121.9,0.0,0.0,-0.0,-0.0,0.0,0.0,12.2,-0.0,0.0,-0.0,0.0,-0.0,-0.0,3.8,-0.0,-0.0,0.0,-0.0,0.0,-0.0,3.8
JVASP-34733,83.2,11.6,-28.9,0.0,20.9,-0.0,11.6,100.2,15.2,0.0,9.3,0.0,-28.9,15.2,58.4,0.0,-2.0,0.0,0.0,0.0,0.0,11.3,0.0,-1.6,20.9,9.3,-2.0,0.0,28.8,-0.0,-0.0,0.0,0.0,-1.6,0.0,35.2
JVASP-34659,119.8,32.8,26.6,-5.2,-5.9,-9.6,32.8,80.5,50.8,-6.1,-10.3,-7.7,26.6,50.8,70.6,-2.5,1.0,-7.9,-5.2,-6.1,-2.5,13.7,-0.0,3.7,-5.9,-10.3,1.0,-0.0,19.0,1.6,-9.6,-7.7,-7.9,3.7,1.6,17.8
JVASP-34219,81.6,12.7,15.7,-0.0,-14.5,0.0,12.7,81.6,15.7,-0.0,14.5,-0.0,15.7,15.7,104.7,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,34.4,0.0,-14.5,-14.5,14.5,0.0,0.0,55.5,0.0,0.0,-0.0,-0.0,-14.5,0.0,55.5
JVASP-34660,119.5,22.8,21.8,-11.0,9.8,22.8,22.8,90.8,30.3,-7.8,2.7,13.0,21.8,30.3,139.4,4.6,21.3,46.1,-11.0,-7.8,4.6,24.0,4.1,1.0,9.8,2.7,21.3,4.1,21.8,0.4,22.8,13.0,46.1,1.0,0.4,39.6
JVASP-58260,193.3,86.5,118.1,0.0,-0.0,0.0,86.5,193.3,118.1,-0.0,-0.0,-0.0,118.1,118.1,195.2,-0.0,-0.0,0.0,0.0,-0.0,-0.0,53.4,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-36.8,0.0,0.0,-0.0,-0.0,0.0,0.0,-36.8
JVASP-34291,251.6,80.6,47.5,0.0,4.9,-0.0,80.6,209.9,41.2,0.0,5.1,0.0,47.5,41.2,58.2,0.0,2.9,-0.0,0.0,0.0,0.0,95.9,0.0,19.7,4.9,5.1,2.9,0.0,60.4,-0.0,-0.0,0.0,-0.0,19.7,-0.0,55.0
JVASP-57544,120.3,37.6,77.1,-0.0,-0.0,-0.0,37.6,120.3,77.1,0.0,-0.0,-0.0,77.1,77.1,195.3,0.0,0.0,0.0,-0.0,0.0,0.0,41.4,0.0,-0.0,-0.0,-0.0,0.0,0.0,40.7,0.0,-0.0,-0.0,0.0,-0.0,0.0,40.7
JVASP-10500,638.8,160.9,160.9,0.0,0.0,-0.0,160.9,638.8,160.9,0.0,0.0,0.0,160.9,160.9,638.8,-0.0,0.0,-0.0,0.0,0.0,-0.0,214.4,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,214.4,-0.0,-0.0,0.0,-0.0,-0.0,0.0,214.4
JVASP-58267,529.0,164.4,170.3,-0.0,-0.0,0.0,164.4,642.6,161.4,0.0,0.0,0.0,170.3,161.4,573.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,228.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,203.0,0.0,0.0,0.0,0.0,-0.0,0.0,244.3
JVASP-34375,119.5,87.9,12.4,-0.0,-0.0,-0.0,87.9,119.5,12.4,0.0,0.0,0.0,12.4,12.4,217.5,-0.0,-0.0,0.0,-0.0,0.0,-0.0,43.8,-0.0,0.0,-0.0,0.0,-0.0,-0.0,1.8,0.0,-0.0,0.0,0.0,0.0,0.0,1.8
JVASP-34484,185.4,69.7,106.8,-0.0,-0.0,-0.0,69.7,178.7,101.2,-0.0,-0.0,0.0,106.8,101.2,175.4,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,50.1,0.0,0.0,-0.0,0.0,-0.0,0.0,7.1,-0.0,-0.0,0.0,-0.0,0.0,-0.0,99.4
JVASP-57525,529.1,164.4,170.4,-0.0,0.0,0.0,164.4,642.7,161.4,-0.0,-0.0,0.0,170.4,161.4,573.0,0.0,-0.0,0.0,0.0,-0.0,0.0,228.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,244.2
JVASP-58394,184.6,128.5,128.5,0.0,0.0,0.0,128.5,184.6,128.5,0.0,-0.0,-0.0,128.5,128.5,184.6,0.0,-0.0,0.0,0.0,0.0,0.0,79.2,0.0,0.0,0.0,-0.0,-0.0,0.0,79.2,-0.0,0.0,-0.0,0.0,0.0,-0.0,79.2
JVASP-58345,193.3,86.5,118.1,0.0,0.0,0.0,86.5,193.3,118.1,-0.0,-0.0,0.0,118.1,118.1,195.2,-0.0,-0.0,0.0,0.0,-0.0,-0.0,53.4,0.0,0.0,0.0,-0.0,-0.0,0.0,-36.9,0.0,0.0,0.0,0.0,0.0,0.0,-36.9
JVASP-58347,61.5,3.4,-4.4,0.0,0.0,0.0,3.4,61.5,-4.4,0.0,-0.0,-0.0,-4.4,-4.4,44.5,0.0,-0.0,-0.0,0.0,-0.0,0.0,24.3,0.0,0.0,0.0,-0.0,-0.0,0.0,68.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,68.0
JVASP-58348,418.2,194.0,178.6,-0.0,-0.0,-0.0,194.0,418.2,178.6,0.0,0.0,0.0,178.6,178.6,704.7,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,301.7,0.0,0.0,-0.0,0.0,-0.0,0.0,236.3,0.0,-0.0,0.0,-0.0,0.0,0.0,236.3
JVASP-58349,81.5,12.6,15.6,0.0,-14.5,0.0,12.6,81.5,15.6,0.0,14.5,-0.0,15.6,15.6,104.5,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,-14.5,-14.5,14.5,0.0,0.0,55.5,0.0,0.0,-0.0,0.0,-14.5,0.0,55.5
JVASP-41,81.5,12.6,15.5,0.0,14.5,0.0,12.6,81.5,15.5,0.0,-14.5,0.0,15.5,15.5,104.5,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,14.5,14.5,-14.5,0.0,0.0,55.6,0.0,0.0,0.0,0.0,14.5,0.0,55.6
JVASP-39095,74.6,-20.5,22.8,0.0,-0.5,0.0,-20.5,61.5,-1.0,0.0,0.3,-0.0,22.8,-1.0,81.2,0.0,-0.2,-0.0,0.0,0.0,0.0,25.2,-0.0,0.0,-0.5,0.3,-0.2,-0.0,14.1,-0.0,0.0,-0.0,-0.0,0.0,-0.0,29.8
JVASP-58354,223.4,124.7,94.3,0.0,0.0,-0.0,124.7,223.4,94.3,-0.0,-0.0,0.0,94.3,94.3,252.4,-0.0,0.0,-0.0,0.0,-0.0,-0.0,49.4,0.0,0.0,-0.0,-0.0,0.0,0.0,44.5,-0.0,-0.0,0.0,-0.0,0.0,-0.0,44.5
JVASP-40636,58.5,7.9,-4.0,-0.0,-0.0,0.0,7.9,24.3,13.9,0.0,-0.0,0.0,-4.0,13.9,270.5,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,37.7,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,10.6,-0.0,0.0,0.0,-0.0,0.0,-0.0,-23.1
JVASP-22614,61.0,23.0,-10.7,0.0,-0.3,5.8,23.0,61.0,-10.7,0.0,0.3,-5.8,-10.7,-10.7,13.5,0.0,0.0,-0.0,0.0,0.0,0.0,19.0,-5.8,-0.3,-0.3,0.3,0.0,-5.8,9.2,0.0,5.8,-5.8,0.0,-0.3,0.0,9.2
JVASP-34674,24.8,6.4,13.5,-0.0,0.0,-0.0,6.4,84.3,39.2,-0.0,0.0,0.0,13.5,39.2,146.6,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,30.2,-0.0,-0.0,0.0,-0.0,0.0,0.0,77.9,0.0,-0.0,-0.0,0.0,-0.0,-0.0,57.0
JVASP-34685,156.7,1.4,83.0,0.0,-0.0,0.0,1.4,46.3,29.7,-0.0,-0.0,0.0,83.0,29.7,169.4,-0.0,-0.0,0.0,0.0,-0.0,-0.0,16.8,0.0,0.0,-0.0,0.0,-0.0,0.0,12.5,-0.0,0.0,0.0,0.0,0.0,-0.0,90.3
JVASP-34676,127.5,55.4,46.8,-0.0,-18.4,0.0,55.4,47.4,46.6,-0.0,-17.9,-0.0,46.8,46.6,141.1,-0.0,-67.6,-0.0,-0.0,-0.0,-0.0,27.4,-0.0,-12.5,-18.4,-17.9,-67.6,-0.0,38.9,0.0,0.0,-0.0,-0.0,-12.5,0.0,25.7
JVASP-34447,109.0,-16.8,15.4,-0.0,-6.4,-0.0,-16.8,104.4,8.0,-0.0,-0.2,0.0,15.4,8.0,233.7,-0.0,20.8,0.0,-0.0,-0.0,-0.0,13.4,0.0,11.2,-6.4,-0.2,20.8,0.0,39.3,0.0,-0.0,0.0,-0.0,11.2,0.0,57.9
JVASP-57447,535.0,154.7,153.0,-0.0,-9.1,-0.0,154.7,513.2,139.0,-0.0,17.7,0.0,153.0,139.0,540.8,-0.0,6.0,-0.0,-0.0,-0.0,-0.0,218.6,0.0,-4.4,-9.1,17.7,6.0,0.0,197.3,-0.0,0.0,0.0,-0.0,-4.4,-0.0,198.5
JVASP-57276,65.0,47.3,7.9,-0.0,-39.0,0.0,47.3,51.1,20.5,0.0,-27.3,-0.0,7.9,20.5,69.7,0.0,-13.9,-0.0,-0.0,0.0,0.0,15.9,0.0,-26.8,-39.0,-27.3,-13.9,0.0,38.2,-0.0,0.0,-0.0,-0.0,-26.8,-0.0,47.3
JVASP-85272,809.9,189.8,189.8,-0.0,0.0,0.0,189.8,809.9,189.8,-0.0,0.0,0.0,189.8,189.8,809.9,0.0,-0.0,0.0,-0.0,-0.0,0.0,437.2,0.0,0.0,0.0,-0.0,-0.0,0.0,437.2,-0.0,-0.0,0.0,0.0,-0.0,-0.0,437.2
JVASP-28374,849.7,104.9,7.6,0.0,3.1,0.0,104.9,849.7,7.6,-0.0,-3.1,-0.0,7.6,7.6,42.2,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,372.4,0.0,3.1,3.1,-3.1,-0.0,0.0,7.0,0.0,0.0,-0.0,-0.0,3.1,0.0,7.0
JVASP-93685,900.7,27.3,95.7,0.0,-0.0,-0.0,27.3,1190.6,157.1,-0.0,-0.0,0.0,95.7,157.1,806.6,-0.0,-0.0,0.0,0.0,-0.0,-0.0,274.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,442.1,-0.0,-0.0,0.0,0.0,-0.0,-0.0,183.6
JVASP-28383,778.3,19.2,20.4,-0.0,0.0,0.0,19.2,778.3,20.4,-0.0,-0.0,0.0,20.4,20.4,47.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,480.5,0.0,0.0,0.0,-0.0,0.0,0.0,26.1,0.0,-0.0,0.0,0.0,-0.0,0.0,26.1
JVASP-29550,782.4,135.2,-2.3,0.0,-0.0,-0.0,135.2,782.4,-2.3,-0.0,0.0,0.0,-2.3,-2.3,44.6,-0.0,0.0,-0.0,0.0,-0.0,-0.0,323.6,-0.0,-0.0,-0.0,0.0,0.0,-0.0,4.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,4.0
JVASP-9110,836.7,265.1,118.3,-0.0,-0.0,-0.0,265.1,836.7,118.3,-0.0,0.0,0.0,118.3,118.3,1046.9,0.0,0.0,0.0,-0.0,-0.0,0.0,285.8,-0.0,-0.0,-0.0,0.0,0.0,-0.0,288.4,-0.0,-0.0,0.0,0.0,-0.0,-0.0,288.4
JVASP-12765,12.2,6.5,5.5,-0.0,-0.0,0.0,6.5,11.5,5.6,-0.0,0.0,0.0,5.5,5.6,16.2,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,5.4,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.4
JVASP-9162,422.3,368.6,368.6,0.0,-0.0,0.0,368.6,422.3,368.6,-0.0,-0.0,0.0,368.6,368.6,422.3,-0.0,0.0,-0.0,0.0,-0.0,-0.0,454.6,0.0,-0.0,-0.0,-0.0,0.0,0.0,454.6,0.0,0.0,0.0,-0.0,-0.0,0.0,454.6
JVASP-29635,782.0,135.0,-2.5,-0.0,0.4,-0.0,135.0,782.0,-2.5,0.0,-0.4,0.0,-2.5,-2.5,44.7,0.0,0.0,0.0,-0.0,0.0,0.0,323.5,-0.0,0.4,0.4,-0.4,0.0,0.0,4.2,0.0,-0.0,0.0,0.0,0.4,-0.0,4.2
JVASP-36406,959.7,14.5,58.2,0.0,0.0,0.0,14.5,959.7,58.2,0.0,0.0,0.0,58.2,58.2,1580.8,0.0,-0.0,-0.0,0.0,0.0,0.0,126.7,0.0,0.0,0.0,0.0,-0.0,0.0,252.1,-0.0,0.0,0.0,-0.0,0.0,-0.0,252.1
JVASP-9141,805.2,264.4,264.4,-0.0,-0.0,0.0,264.4,805.2,264.4,-0.0,0.0,-0.0,264.4,264.4,805.2,0.0,-0.0,0.0,-0.0,0.0,0.0,480.4,0.0,-0.0,-0.0,-0.0,0.0,0.0,480.4,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,480.4
JVASP-116940,781.3,90.9,90.9,0.0,0.0,0.0,90.9,781.3,90.9,0.0,0.0,-0.0,90.9,90.9,781.3,-0.0,0.0,-0.0,0.0,0.0,-0.0,322.9,0.0,-0.0,0.0,0.0,0.0,0.0,322.9,0.0,0.0,-0.0,0.0,-0.0,-0.0,322.9
JVASP-135286,1019.3,-154.2,6.5,0.0,0.0,0.0,-154.2,1019.3,6.5,0.0,0.0,-0.0,6.5,6.5,52.1,0.0,0.0,0.0,0.0,0.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0,0.0,-3.9,0.0,0.0,-0.0,0.0,0.0,0.0,-3.9
JVASP-135290,14.1,0.2,-8.0,-0.0,0.0,-0.0,0.2,-13.9,4.8,0.0,-0.0,-0.0,-8.0,4.8,-72.9,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-11.8,0.0,0.0,-0.0,-0.0,0.0,0.0,-41.9,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.2
JVASP-152779,563.8,170.4,178.2,-0.0,-0.0,0.0,170.4,668.4,177.1,-0.0,-0.0,0.0,178.2,177.1,665.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,177.2,0.0,0.0,-0.0,-0.0,0.0,0.0,82.5,0.0,0.0,0.0,-0.0,0.0,0.0,-769.9
JVASP-151998,590.4,196.2,170.4,-66.2,0.0,0.0,196.2,590.4,170.4,66.2,-0.0,-0.0,170.4,170.4,849.8,-0.0,0.0,0.0,-66.2,66.2,-0.0,-181.0,0.0,-0.0,0.0,-0.0,0.0,0.0,188.3,0.0,0.0,-0.0,0.0,-0.0,0.0,188.3
JVASP-152846,887.8,144.1,166.3,0.0,0.0,0.0,144.1,887.8,166.3,0.0,-0.0,-0.0,166.3,166.3,866.1,-0.0,-0.0,0.0,0.0,0.0,-0.0,470.3,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,469.5,0.0,0.0,-0.0,0.0,-0.0,0.0,469.5
JVASP-136235,291.5,8.0,1.3,0.0,-0.0,0.0,8.0,59.1,-0.8,0.0,-0.0,-0.0,1.3,-0.8,50.8,0.0,-0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,-0.0,-0.0,-0.0,0.0,-8.1,-0.0,0.0,-0.0,0.0,0.0,-0.0,4.5
JVASP-138405,68.6,4.7,-1.5,0.0,-0.0,-0.0,4.7,68.6,-1.5,0.0,-0.0,-0.0,-1.5,-1.5,47.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,-0.0,-0.0,0.0,0.0,-5.8,0.0,-0.0,-0.0,0.0,0.0,0.0,-5.8
JVASP-120368,73.3,23.1,8.3,0.4,3.0,0.2,23.1,30.0,22.3,0.3,5.6,0.0,8.3,22.3,122.4,0.5,30.2,0.3,0.4,0.3,0.5,20.4,0.0,0.7,3.0,5.6,30.2,0.0,18.0,0.2,0.2,0.0,0.3,0.7,0.2,11.9
JVASP-120369,102.6,-10.6,-3.9,-0.0,0.0,-0.0,-10.6,59.7,-25.5,0.0,0.0,-0.0,-3.9,-25.5,279.1,0.0,-0.0,-0.0,-0.0,0.0,0.0,-2.1,0.0,-0.0,0.0,0.0,-0.0,0.0,18.4,0.0,-0.0,-0.0,-0.0,-0.0,0.0,11.1
JVASP-120370,219.9,91.8,1.8,0.0,0.0,0.0,91.8,219.9,1.8,0.0,0.0,0.0,1.8,1.8,266.8,0.0,-0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,-0.0,0.0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,55.8
JVASP-120372,1014.5,-29.6,111.9,0.0,0.0,0.0,-29.6,138.1,44.2,-0.0,0.0,-0.0,111.9,44.2,20.7,-0.0,0.0,-0.0,0.0,-0.0,-0.0,16.6,0.0,-0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,-35.7
JVASP-120374,229.7,6.4,6.9,0.0,-0.0,-0.0,6.4,46.7,-2.5,0.0,-0.0,-0.0,6.9,-2.5,48.6,0.0,-0.0,-0.0,0.0,0.0,0.0,1.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,-8.8,0.0,-0.0,-0.0,-0.0,0.0,0.0,4.0
JVASP-138216,41.7,29.2,92.9,-0.0,20.3,-0.0,29.2,46.2,70.5,-0.0,-16.2,-0.0,92.9,70.5,238.9,-0.0,45.0,0.0,-0.0,-0.0,-0.0,-13.0,-0.0,-12.6,20.3,-16.2,45.0,-0.0,11.9,-0.0,-0.0,-0.0,0.0,-12.6,-0.0,-186.3
JVASP-148931,-23.2,-3.4,78.3,-0.0,-0.0,0.0,-3.4,2.1,2.1,-0.0,-0.0,0.0,78.3,2.1,-26.6,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-56.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,23.8
JVASP-4388,12.4,3.9,8.5,0.0,0.0,0.0,3.9,11.5,6.5,0.0,0.0,0.0,8.5,6.5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,9.3
JVASP-117942,-54.7,273.8,6.5,-0.0,-0.0,-0.0,273.8,-54.7,6.5,0.0,0.0,0.0,6.5,6.5,44.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-164.3,0.0,0.0,-0.0,0.0,0.0,-0.0,11.6,0.0,-0.0,0.0,-0.0,0.0,0.0,11.6
JVASP-117944,-0.4,-0.2,2.3,-0.0,-0.6,0.0,-0.2,-12.7,-2.1,0.0,3.4,-0.0,2.3,-2.1,-10.6,0.0,-3.2,-0.0,-0.0,0.0,0.0,-4.6,0.0,0.3,-0.6,3.4,-3.2,0.0,-3.6,-0.0,0.0,-0.0,-0.0,0.3,-0.0,0.0
JVASP-117945,397.2,214.6,-3.5,0.0,0.0,0.0,214.6,397.2,-3.5,0.0,0.0,-0.0,-3.5,-3.5,36.7,0.0,-0.0,-0.0,0.0,0.0,0.0,295.8,0.0,0.0,0.0,0.0,-0.0,0.0,-20.1,0.0,0.0,-0.0,-0.0,0.0,0.0,-20.1
JVASP-117947,536.9,-167.0,6.4,0.0,0.0,-0.0,-167.0,536.9,6.4,0.0,0.0,-0.0,6.4,6.4,64.2,0.0,0.0,0.0,0.0,0.0,0.0,127.5,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,-0.0,-0.0,0.0,0.0,0.0,6.2
JVASP-117941,3.3,-1.2,-2.5,-0.0,0.0,0.0,-1.2,5.6,-0.9,0.0,-0.0,-0.0,-2.5,-0.9,11.4,0.0,0.0,0.0,-0.0,0.0,0.0,-1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1.6,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-2.0
JVASP-117948,-4.4,-1.8,5.1,-0.0,0.6,0.0,-1.8,-3.2,-0.6,-0.0,-0.6,-0.0,5.1,-0.6,-0.1,-0.0,-0.7,-0.0,-0.0,-0.0,-0.0,-2.4,-0.0,0.2,0.6,-0.6,-0.7,-0.0,-0.2,-0.0,0.0,-0.0,-0.0,0.2,-0.0,0.0
JVASP-94296,314.2,-16.6,128.3,0.0,0.0,0.0,-16.6,314.2,128.3,0.0,0.0,0.0,128.3,128.3,314.3,0.0,0.0,0.0,0.0,0.0,0.0,108.8,-0.0,0.0,0.0,0.0,0.0,0.0,174.1,-0.0,0.0,0.0,0.0,0.0,-0.0,174.1
JVASP-94314,18.2,4.4,9.3,-0.0,0.0,-0.0,4.4,18.0,6.9,0.0,-0.0,0.0,9.3,6.9,18.4,-0.0,0.0,-0.0,-0.0,0.0,-0.0,2.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,5.1,0.0,0.0,-0.0,0.0,-0.0,0.0,15.1
JVASP-22523,16.0,8.8,8.8,0.0,-0.0,-0.0,8.8,16.0,8.8,0.0,-0.0,-0.0,8.8,8.8,16.0,-0.0,0.0,-0.0,0.0,0.0,0.0,6.6,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,6.6,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.6
JVASP-23369,16.0,8.8,8.8,0.0,-0.0,-0.0,8.8,16.0,8.8,0.0,0.0,-0.0,8.8,8.8,16.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,6.6,0.0,0.0,0.0,0.0,0.0,-0.0,6.6,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.6
JVASP-58288,11.7,8.7,9.4,0.0,0.0,-0.0,8.7,11.7,9.4,0.0,0.0,-0.0,9.4,9.4,15.5,-0.0,0.0,0.0,0.0,0.0,-0.0,10.2,-0.0,0.0,0.0,0.0,0.0,-0.0,9.4,-0.0,-0.0,-0.0,0.0,0.0,-0.0,9.4
JVASP-33885,270.1,6.3,6.2,-0.0,3.9,0.0,6.3,25.3,16.6,-0.0,1.4,-0.0,6.2,16.6,21.7,-0.0,0.8,-0.0,0.0,-0.0,0.0,2.5,-0.0,0.3,3.9,1.4,0.8,-0.0,11.3,-0.0,0.0,-0.0,-0.0,0.3,-0.0,5.1
