Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66
JVASP-111410,12.0,8.1,10.0,0.0,-0.0,-0.0,8.1,12.0,10.0,0.0,-0.0,0.0,10.0,10.0,15.8,-0.0,0.0,0.0,0.0,0.0,0.0,10.5,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,9.8,0.0,-0.0,-0.0,0.0,-0.0,0.0,9.8
JVASP-138385,816.3,-3.1,86.5,1.7,-7.4,0.0,-3.1,74.7,22.6,-5.1,3.5,1.6,86.5,22.6,1067.1,3.4,-129.4,1.2,1.7,-5.1,3.4,13.4,1.8,-32.4,-7.4,3.5,-129.4,1.8,21.5,1.4,0.0,1.6,1.2,-32.4,1.4,246.0
JVASP-138388,348.1,21.6,58.7,5.7,-18.1,-5.0,21.6,173.3,56.7,17.8,5.8,-12.8,58.7,56.7,152.1,4.5,-34.2,-38.0,5.7,17.8,4.5,-14.9,-4.8,-14.0,-18.1,5.8,-34.2,-4.8,47.0,9.1,-5.0,-12.8,-38.0,-14.0,9.1,24.9
JVASP-138390,223.6,5.8,-15.9,0.0,0.1,-0.0,5.8,979.5,163.2,0.0,4.7,-0.0,-15.9,163.2,1472.3,0.0,-0.0,-0.0,0.0,0.0,0.0,-12.6,0.0,-4.4,0.1,4.7,-0.0,0.0,304.9,-0.0,-0.0,-0.0,-0.0,-4.4,-0.0,-6.2
JVASP-138391,-900.1,123.8,-76.7,-0.0,-14.2,0.0,123.8,8.1,58.4,-0.0,0.5,0.0,-76.7,58.4,-91.0,0.0,0.1,0.0,-0.0,-0.0,0.0,-549.3,-0.0,23.8,-14.2,0.5,0.1,-0.0,-145.1,0.0,0.0,0.0,0.0,23.8,0.0,32.8
JVASP-138392,603.4,52.7,-26.8,0.0,0.0,0.0,52.7,603.4,-26.8,0.0,0.0,-0.0,-26.8,-26.8,202.8,0.0,0.0,0.0,0.0,0.0,0.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,-0.0,0.0,0.0,0.0,84.5
JVASP-138395,346.5,-4.0,-4.6,0.0,2.1,-0.0,-4.0,196.9,302.4,-0.0,-34.2,0.0,-4.6,302.4,297.2,-0.0,-59.1,0.0,0.0,-0.0,-0.0,-45.0,0.0,2.0,2.1,-34.2,-59.1,0.0,219.8,-0.0,-0.0,0.0,0.0,2.0,-0.0,-54.0
JVASP-138396,12.3,-0.8,-1.0,-0.0,0.0,-0.0,-0.8,18.9,-0.5,0.0,0.0,0.0,-1.0,-0.5,11.4,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.9,0.0,-0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.7
JVASP-138398,6.2,5.7,4.4,0.0,-0.0,-0.0,5.7,6.2,4.4,0.0,-0.0,-0.0,4.4,4.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,-0.0,-0.0,0.0,0.0,3.2,0.0,-0.0,-0.0,0.0,0.0,0.0,3.2
JVASP-152293,16.8,8.0,13.4,0.0,-0.0,-0.0,8.0,16.8,13.4,-0.0,-0.0,-0.0,13.4,13.4,18.8,-0.0,0.0,0.0,-0.0,-0.0,0.0,13.2,0.0,0.0,-0.0,-0.0,0.0,0.0,12.2,0.0,-0.0,-0.0,0.0,0.0,0.0,12.2
JVASP-149172,15.8,11.4,10.9,-0.0,-0.0,0.0,11.4,16.3,10.9,-0.0,-0.0,0.0,10.9,10.9,20.8,0.0,0.0,-0.0,-0.0,-0.0,0.0,12.1,0.0,-0.0,-0.0,-0.0,0.0,0.0,11.1,-0.0,0.0,0.0,-0.0,-0.0,-0.0,11.2
JVASP-152488,17.3,7.5,14.0,-0.0,0.0,0.0,7.5,17.3,14.0,0.0,0.0,0.0,14.0,14.0,17.5,0.0,-0.0,-0.0,-0.0,-0.0,0.0,14.3,-0.0,-0.0,0.0,0.0,-0.0,-0.0,12.1,-0.0,0.0,0.0,-0.0,-0.0,-0.0,12.1
JVASP-7903,828.6,27.8,13.8,0.0,-0.0,0.0,27.8,189.5,40.2,-0.0,-0.0,0.0,13.8,40.2,278.3,-0.0,-0.0,0.0,0.0,-0.0,-0.0,118.6,0.0,-0.0,-0.0,-0.0,-0.0,0.0,74.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,100.6
JVASP-22634,198.1,99.9,116.7,0.0,12.1,0.0,99.9,292.1,82.5,-0.0,40.8,-0.0,116.7,82.5,219.1,0.0,23.5,-0.0,0.0,-0.0,0.0,104.5,-0.0,32.2,12.1,40.8,23.5,-0.0,116.5,0.0,0.0,-0.0,-0.0,32.2,0.0,105.9
JVASP-133802,-41.6,335.9,58.4,0.0,0.0,0.0,335.9,-41.6,58.4,-0.0,0.0,0.0,58.4,58.4,283.9,-0.0,0.0,0.0,0.0,-0.0,-0.0,-188.8,0.0,0.0,0.0,0.0,0.0,0.0,68.3,0.0,-0.0,0.0,0.0,0.0,0.0,68.3
JVASP-133810,12.2,-3.0,-0.1,0.0,0.0,0.0,-3.0,22.6,0.0,-0.0,-0.0,-0.0,-0.1,0.0,-3.7,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.5,0.0,-0.0,0.0,-0.0,-0.0,0.0,-3.5,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.1
JVASP-115424,264.4,3.4,13.6,1.4,4.5,2.3,3.4,92.6,36.7,-1.0,0.4,0.2,13.6,36.7,51.4,-1.2,-5.4,-0.0,1.4,-1.0,-1.2,17.6,-0.5,-5.8,4.5,0.4,-5.4,-0.5,32.0,0.6,2.3,0.2,-0.0,-5.8,0.6,8.7
JVASP-116440,78.8,19.3,14.9,-4.1,2.2,-0.3,19.3,75.8,22.9,3.2,-1.8,3.4,14.9,22.9,36.3,-5.9,-3.8,-3.1,-4.1,3.2,-5.9,22.5,-2.3,-0.1,2.2,-1.8,-3.8,-2.3,21.1,-11.0,-0.3,3.4,-3.1,-0.1,-11.0,4.2
JVASP-116441,158.9,2.0,5.9,0.0,-0.0,0.0,2.0,241.8,64.3,0.0,0.0,-0.0,5.9,64.3,211.4,0.0,0.0,-0.0,0.0,0.0,0.0,16.2,0.0,0.0,-0.0,0.0,0.0,0.0,65.9,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-39.3
JVASP-116445,73.9,26.1,3.7,0.0,0.0,-0.0,26.1,73.9,3.7,0.0,0.0,-0.0,3.7,3.7,77.1,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0,0.0,-4.3,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-4.3
JVASP-116449,98.9,8.7,-19.7,0.0,0.0,0.0,8.7,87.2,-14.4,0.0,0.0,0.0,-19.7,-14.4,828.3,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,-0.0,-55.6
JVASP-102243,79.9,-6.2,5.7,0.0,0.0,-0.0,-6.2,54.8,3.6,-0.0,0.0,-0.0,5.7,3.6,32.9,0.0,0.0,-0.0,0.0,-0.0,0.0,47.7,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6
JVASP-8241,299.3,34.3,34.3,-0.0,0.0,-0.0,34.3,299.3,34.3,-0.0,-0.0,0.0,34.3,34.3,299.3,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-34.6,0.0,0.0,0.0,-0.0,0.0,0.0,-34.6,0.0,-0.0,0.0,-0.0,0.0,0.0,-34.6
JVASP-8329,33.6,27.0,11.4,-0.0,-0.0,-0.0,27.0,201.5,4.2,-0.0,0.1,-0.0,11.4,4.2,29.1,-0.0,0.4,-0.0,-0.0,-0.0,-0.0,46.7,0.0,-0.2,-0.0,0.1,0.4,0.0,3.5,-0.0,-0.0,-0.0,-0.0,-0.2,-0.0,31.9
JVASP-30632,33.7,27.0,11.4,0.0,-0.0,-0.0,27.0,201.4,4.2,0.0,-0.1,-0.0,11.4,4.2,29.1,0.0,0.1,-0.0,0.0,0.0,0.0,46.6,-0.0,-0.1,-0.0,-0.1,0.1,-0.0,3.6,0.0,-0.0,-0.0,-0.0,-0.1,0.0,31.9
JVASP-16929,292.1,29.9,29.9,0.0,-0.0,0.0,29.9,292.1,29.9,0.0,-0.0,-0.0,29.9,29.9,292.1,-0.0,0.0,0.0,0.0,0.0,-0.0,-19.3,0.0,0.0,-0.0,-0.0,0.0,0.0,-19.3,0.0,0.0,-0.0,0.0,0.0,0.0,-19.3
JVASP-8288,61.3,34.5,33.7,0.0,-0.1,-0.0,34.5,137.7,31.1,0.0,-0.0,-0.0,33.7,31.1,35.7,0.0,-0.0,-0.0,0.0,0.0,0.0,53.2,-0.0,-0.0,-0.1,-0.0,-0.0,-0.0,22.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.9
JVASP-117733,-1.8,-0.2,1.5,0.0,0.0,-0.0,-0.2,-1.8,1.5,0.0,0.0,-0.0,1.5,1.5,-9.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-4.3,0.0,-0.0,-0.0,-0.0,0.0,0.0,-4.3
JVASP-117736,77.8,48.7,13.7,7.0,3.1,0.7,48.7,83.4,13.7,12.8,5.3,4.7,13.7,13.7,64.8,-6.5,11.2,9.0,7.0,12.8,-6.5,21.1,4.1,1.4,3.1,5.3,11.2,4.1,23.0,4.0,0.7,4.7,9.0,1.4,4.0,16.7
JVASP-117738,81.3,40.8,36.4,-0.0,-8.6,0.0,40.8,157.9,38.8,-0.0,-10.4,0.0,36.4,38.8,53.0,-0.0,-3.4,0.0,-0.0,-0.0,-0.0,46.8,0.0,-1.4,-8.6,-10.4,-3.4,-0.0,22.5,0.0,-0.0,0.0,0.0,-1.4,0.0,13.4
JVASP-117739,108.7,41.5,16.0,1.2,-2.0,-1.1,41.5,65.4,29.2,4.2,-2.1,-0.7,16.0,29.2,49.1,-1.9,5.0,2.9,1.2,4.2,-1.9,4.5,5.1,2.0,-2.0,-2.1,5.0,5.1,16.0,-9.3,-1.1,-0.7,2.9,2.0,-9.3,-3.6
JVASP-91804,38.3,4.5,13.6,-0.0,0.0,0.0,4.5,60.0,17.1,-0.0,0.0,-0.0,13.6,17.1,36.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.2,-0.0,0.0,0.0,0.0,-0.0,-0.0,7.6,0.0,0.0,-0.0,-0.0,0.0,0.0,-1.5
JVASP-14870,133.7,5.9,5.7,0.0,-2.8,0.0,5.9,17.9,15.5,-0.0,2.0,-0.0,5.7,15.5,22.3,0.0,-4.0,-0.0,0.0,0.0,0.0,7.8,-0.0,-9.7,-2.8,2.0,-4.0,-0.0,11.8,0.0,0.0,-0.0,-0.0,-9.7,0.0,16.5
JVASP-10087,16.2,9.8,9.8,0.0,-0.0,0.0,9.8,16.2,9.8,0.0,-0.0,0.0,9.8,9.8,16.2,0.0,-0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,-0.0,-0.0,-0.0,0.0,6.7,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,6.7
JVASP-9103,19.0,3.9,12.1,0.0,1.6,-0.0,3.9,27.6,6.0,0.0,-0.9,-0.0,12.1,6.0,19.3,0.0,0.0,-0.0,0.0,0.0,-0.0,3.6,-0.0,2.2,1.6,-0.9,0.0,-0.0,6.0,0.0,-0.0,-0.0,-0.0,2.2,0.0,12.6
JVASP-22551,47.6,26.3,14.1,-0.0,0.0,-0.0,26.3,47.6,14.1,-0.0,-0.0,-0.0,14.1,14.1,33.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,10.6,0.0,-0.0,0.0,-0.0,-0.0,-0.0,6.9,0.0,-0.0,-0.0,-0.0,-0.0,0.0,6.9
JVASP-9139,29.1,4.7,4.7,-0.0,0.0,0.0,4.7,29.1,4.7,0.0,0.0,0.0,4.7,4.7,29.1,-0.0,0.0,0.0,-0.0,0.0,-0.0,6.4,-0.0,0.0,0.0,0.0,0.0,-0.0,6.4,0.0,-0.0,0.0,0.0,-0.0,0.0,6.4
JVASP-139531,48.6,6.0,7.5,-1.4,-0.3,-1.9,6.0,22.0,14.4,-1.6,-0.6,3.6,7.5,14.4,19.3,0.9,2.7,4.3,-1.4,-1.6,0.9,2.1,4.6,1.6,-0.3,-0.6,2.7,4.6,12.3,2.7,-1.9,3.6,4.3,1.6,2.7,9.4
JVASP-139533,116.3,-9.1,-3.8,-0.0,0.0,-0.0,-9.1,520.7,82.5,0.0,-0.0,-0.0,-3.8,82.5,145.4,-0.0,0.0,0.0,-0.0,0.0,-0.0,-9.7,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-34.5,0.0,-0.0,-0.0,0.0,0.0,0.0,-18.7
JVASP-139536,59.5,5.7,40.4,-0.4,8.6,0.5,5.7,34.5,10.7,1.9,-4.5,0.2,40.4,10.7,51.9,-3.4,4.0,-1.2,-0.4,1.9,-3.4,2.4,1.3,-0.3,8.6,-4.5,4.0,1.3,12.8,-4.0,0.5,0.2,-1.2,-0.3,-4.0,9.9
JVASP-137024,23.2,7.2,9.2,0.4,-2.1,-0.4,7.2,11.8,14.8,-0.6,-0.3,-0.1,9.2,14.8,19.5,-1.1,-1.9,-0.6,0.4,-0.6,-1.1,6.3,-0.3,-0.8,-2.1,-0.3,-1.9,-0.3,16.3,-1.4,-0.4,-0.1,-0.6,-0.8,-1.4,8.3
JVASP-149663,15.8,12.9,12.3,-0.0,18.2,-0.0,12.9,20.3,-12.7,-0.0,-6.6,-0.0,12.3,-12.7,-94.0,-0.0,51.3,-0.0,-0.0,-0.0,-0.0,-9.8,-0.0,10.1,18.2,-6.6,51.3,-0.0,13.1,-0.0,-0.0,-0.0,-0.0,10.1,-0.0,-33.3
JVASP-151067,28.5,11.4,5.2,0.0,3.5,-0.0,11.4,22.4,12.6,-0.0,-5.6,0.0,5.2,12.6,21.9,-0.0,-5.8,0.0,-0.0,-0.0,0.0,12.4,-0.0,1.1,3.5,-5.6,-5.8,-0.0,13.7,0.0,0.0,-0.0,-0.0,1.1,0.0,5.8
JVASP-154841,19.1,8.8,13.1,-0.0,-0.0,-0.0,8.8,19.0,5.8,-0.0,-0.0,-0.0,13.1,5.8,21.1,0.0,0.0,-0.0,-0.0,-0.0,0.0,6.6,-0.0,0.0,-0.0,-0.0,-0.0,0.0,10.2,0.0,-0.0,-0.0,0.0,0.0,0.0,7.1
JVASP-120377,70.1,103.1,6.5,-0.0,-0.0,0.0,103.1,70.1,6.5,0.0,0.0,0.0,6.5,6.5,114.6,0.0,0.0,0.0,0.0,0.0,0.0,-16.5,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,22.1
JVASP-120380,185.1,25.3,37.3,0.0,0.0,0.0,25.3,84.3,59.0,0.0,-0.0,-0.0,37.3,59.0,102.4,0.0,-0.0,-0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,-0.0,-0.0,0.0,-14.4,-0.0,0.0,-0.0,-0.0,0.0,-0.0,35.8
JVASP-120381,129.9,47.5,27.2,-0.0,-2.4,-0.0,47.5,95.8,25.6,-0.0,-1.2,-0.0,27.2,25.6,21.8,-0.0,-2.5,-0.0,-0.0,-0.0,-0.0,10.5,-0.0,-0.9,-2.4,-1.2,-2.5,-0.0,-12.3,-0.0,-0.0,-0.0,-0.0,-0.9,-0.0,39.5
JVASP-120382,77.4,126.8,34.2,-0.0,0.0,-0.0,126.8,77.4,34.2,0.0,0.0,0.0,34.2,34.2,167.1,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-24.7,-0.0,0.0,0.0,-0.0,-0.0,0.0,15.0,0.0,-0.0,0.0,0.0,0.0,0.0,15.0
JVASP-5596,61.4,8.0,5.9,0.0,0.4,0.0,8.0,18.5,6.9,0.0,-2.1,0.0,5.9,6.9,19.6,0.0,0.2,0.0,0.0,0.0,0.0,4.3,0.0,-0.6,0.4,-2.1,0.2,0.0,4.6,0.0,0.0,0.0,0.0,-0.6,0.0,4.9
JVASP-4346,17.4,7.9,8.5,0.0,0.0,0.0,7.9,18.2,6.3,0.0,0.0,0.0,8.5,6.3,20.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,10.3
JVASP-4531,23.1,8.4,7.9,0.0,2.9,0.0,8.4,29.0,7.7,0.0,-4.1,0.0,7.9,7.7,30.6,0.0,-1.8,0.0,0.0,0.0,0.0,9.9,0.0,2.9,2.9,-4.1,-1.8,0.0,9.3,0.0,0.0,0.0,0.0,2.9,0.0,8.1
JVASP-9170,27.2,6.7,6.8,-0.0,-1.9,0.0,6.7,25.4,4.4,-0.0,0.6,-0.0,6.8,4.4,25.1,0.0,0.5,-0.0,-0.0,0.0,-0.0,8.9,-0.0,-1.7,-1.9,0.6,0.5,-0.0,5.1,0.0,0.0,-0.0,-0.0,-1.7,0.0,7.1
JVASP-137189,96.5,37.5,29.9,0.0,18.9,-0.0,37.5,76.4,40.0,0.0,0.0,-0.0,29.9,40.0,28.9,0.0,-11.4,-0.0,0.0,0.0,0.0,8.9,-0.0,64.9,18.9,0.0,-11.4,-0.0,16.3,0.0,-0.0,-0.0,-0.0,64.9,0.0,-62.1
JVASP-102668,73.7,35.9,46.8,-0.0,0.0,0.0,35.9,73.6,51.0,0.0,-0.0,-0.0,46.8,51.0,111.6,-0.0,-0.0,0.0,-0.0,0.0,-0.0,24.1,-0.0,0.0,0.0,-0.0,0.0,-0.0,9.3,0.0,0.0,-0.0,0.0,0.0,0.0,16.5
JVASP-9156,83.6,8.9,26.3,0.0,-9.9,0.0,8.9,40.4,10.2,0.0,7.1,0.0,26.3,10.2,42.4,-0.0,0.0,0.0,0.0,0.0,-0.0,10.6,-0.0,-7.3,-9.9,7.1,0.0,-0.0,16.1,0.0,0.0,0.0,0.0,-7.3,0.0,35.1
JVASP-8215,87.5,21.2,23.1,0.0,12.9,0.0,21.2,87.5,23.1,-0.0,-12.9,-0.0,23.1,23.1,34.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,33.1,0.0,12.9,12.9,-12.9,0.0,0.0,24.3,0.0,0.0,-0.0,-0.0,12.9,0.0,24.3
JVASP-12181,31.7,4.5,12.3,0.0,-1.7,0.0,4.5,27.5,21.2,0.0,0.8,0.0,12.3,21.2,81.0,0.0,1.3,0.0,0.0,0.0,0.0,4.2,-0.0,-1.7,-1.7,0.8,1.3,-0.0,26.6,0.0,-0.0,0.0,-0.0,-1.7,0.0,11.8
JVASP-137192,62.6,25.6,11.2,0.0,0.0,0.0,25.6,24.0,20.1,0.0,-0.0,-0.0,11.2,20.1,121.9,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,0.0,-0.0,0.0,-0.0,0.0,0.0,-7.1,-0.0,0.0,-0.0,0.0,-0.0,-0.0,11.9
JVASP-137195,223.8,7.8,13.5,0.0,-0.0,-0.0,7.8,223.8,13.5,0.0,-0.0,-0.0,13.5,13.5,251.7,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,-0.0,-0.0,0.0,0.0,17.8,-0.0,-0.0,-0.0,0.0,0.0,-0.0,17.8
JVASP-137199,39.8,25.2,-45.6,0.0,0.0,-0.0,25.2,39.8,-45.6,-0.0,0.0,-0.0,-45.6,-45.6,35.5,0.0,0.0,-0.0,0.0,-0.0,0.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,-0.0,-0.0,-0.0,0.0,0.0,4.2
JVASP-137200,73.5,21.0,31.7,-0.0,3.6,0.0,21.0,36.7,12.3,-0.0,0.8,0.0,31.7,12.3,26.1,-0.0,8.6,-0.0,-0.0,-0.0,-0.0,8.3,0.0,6.8,3.6,0.8,8.6,0.0,-9.3,0.0,0.0,0.0,-0.0,6.8,0.0,26.0
JVASP-137201,43.5,36.0,5.4,0.5,7.2,0.6,36.0,61.6,13.9,-1.4,-0.1,0.2,5.4,13.9,41.7,-0.7,-11.0,-3.9,0.5,-1.4,-0.7,18.5,-0.1,-1.1,7.2,-0.1,-11.0,-0.1,11.4,0.3,0.6,0.2,-3.9,-1.1,0.3,0.8
JVASP-5362,14.2,9.0,10.7,0.0,0.0,0.0,9.0,19.6,8.3,0.0,0.0,0.0,10.7,8.3,16.4,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,8.1
JVASP-5833,18.9,10.8,12.7,0.0,-0.6,0.0,10.8,26.4,8.8,0.0,2.4,0.0,12.7,8.8,19.2,0.0,0.9,0.0,0.0,0.0,0.0,10.7,0.0,-0.9,-0.6,2.4,0.9,0.0,10.1,0.0,0.0,0.0,0.0,-0.9,0.0,10.7
JVASP-9158,22.3,9.8,12.4,0.0,-1.8,-0.0,9.8,21.7,12.1,-0.0,1.4,-0.0,12.4,12.1,24.2,0.0,1.4,-0.0,-0.0,-0.0,-0.0,9.0,0.0,-0.8,-1.8,1.4,1.4,0.0,12.3,0.0,-0.0,-0.0,-0.0,-0.8,0.0,12.2
JVASP-139725,200.5,6.9,17.5,-0.0,23.2,0.0,6.9,108.9,76.1,-0.0,23.7,0.0,17.5,76.1,128.0,-0.0,25.9,0.0,-0.0,-0.0,-0.0,21.3,-0.0,2.6,23.2,23.7,25.9,-0.0,20.3,0.0,0.0,0.0,0.0,2.6,0.0,23.1
JVASP-139726,170.9,18.3,5.6,0.0,0.0,0.0,18.3,170.9,5.6,0.0,0.0,0.0,5.6,5.6,39.6,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
JVASP-139727,95.8,-1.6,-1.8,-0.0,-0.0,0.0,-1.6,25.2,-0.5,0.0,0.0,-0.0,-1.8,-0.5,25.7,0.0,-0.0,0.0,-0.0,0.0,0.0,-2.2,0.0,-0.0,0.0,-0.0,-0.0,0.0,-2.1,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.8
JVASP-139730,76.2,-14.3,-0.1,-0.0,1.5,0.0,-14.3,36.7,15.0,0.0,2.0,-0.0,-0.1,15.0,60.4,-0.0,15.0,0.0,-0.0,0.0,-0.0,-3.5,0.0,3.7,1.5,2.0,15.0,0.0,15.1,-0.0,0.0,-0.0,0.0,3.7,-0.0,3.7
JVASP-139732,43.7,17.4,0.3,0.0,-0.0,-0.0,17.4,54.8,3.9,0.0,-0.0,-0.0,0.3,3.9,27.3,0.0,-0.0,-0.0,0.0,0.0,0.0,9.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,3.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.2
JVASP-139734,141.6,39.4,73.2,-0.0,-14.2,0.0,39.4,63.2,34.6,0.0,-6.1,-0.0,73.2,34.6,109.9,0.0,-35.6,-0.0,-0.0,0.0,0.0,11.9,0.0,-12.9,-14.2,-6.1,-35.6,0.0,6.2,-0.0,0.0,-0.0,-0.0,-12.9,-0.0,42.4
JVASP-139735,137.4,41.3,75.6,-0.0,-13.2,0.0,41.3,62.2,33.7,0.0,-6.2,-0.0,75.6,33.7,109.3,0.0,-37.2,-0.0,-0.0,0.0,0.0,9.5,0.0,-12.4,-13.2,-6.2,-37.2,0.0,3.4,-0.0,0.0,-0.0,-0.0,-12.4,-0.0,43.1
JVASP-139736,48.0,30.3,3.9,1.5,6.8,-0.2,30.3,51.2,9.6,1.0,-1.6,-0.3,3.9,9.6,43.4,0.2,-8.1,0.2,1.5,1.0,0.2,10.6,-0.1,1.8,6.8,-1.6,-8.1,-0.1,11.6,0.1,-0.2,-0.3,0.2,1.8,0.1,2.4
JVASP-4361,58.8,18.0,1.2,0.0,-2.1,0.0,18.0,42.3,13.2,0.0,-3.0,0.0,1.2,13.2,25.7,0.0,-1.5,0.0,0.0,0.0,0.0,19.3,0.0,1.9,-2.1,-3.0,-1.5,0.0,11.9,0.0,0.0,0.0,0.0,1.9,0.0,7.8
JVASP-29240,160.6,41.0,24.9,0.0,0.0,0.0,41.0,57.5,18.7,0.0,-0.0,-0.0,24.9,18.7,39.8,0.0,-0.0,-0.0,0.0,0.0,0.0,8.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,25.5,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,8.3
JVASP-138128,173.5,231.9,0.4,0.0,0.0,-0.0,231.9,173.5,0.4,0.0,-0.0,-0.0,0.4,0.4,143.7,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-29.2,0.0,0.0,0.0,0.0,-0.0,0.0,15.9,0.0,0.0,0.0,-0.0,0.0,0.0,15.9
JVASP-135676,172.7,-0.5,50.6,-0.0,1.8,-0.0,-0.5,153.8,-3.0,-0.0,0.3,-0.0,50.6,-3.0,58.1,-0.0,1.8,-0.0,-0.0,-0.0,-0.0,25.7,0.0,0.8,1.8,0.3,1.8,0.0,4.6,0.0,-0.0,-0.0,-0.0,0.8,0.0,31.4
JVASP-135677,176.3,44.3,25.1,0.4,0.8,11.0,44.3,55.0,13.2,-3.6,-1.9,-2.8,25.1,13.2,160.3,3.7,27.8,10.2,0.4,-3.6,3.7,24.4,-0.2,4.3,0.8,-1.9,27.8,-0.2,15.9,2.0,11.0,-2.8,10.2,4.3,2.0,40.9
JVASP-101741,76.3,24.3,22.1,0.0,12.0,0.0,24.3,76.3,22.1,0.0,-12.0,0.0,22.1,22.1,34.7,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,12.0,12.0,-12.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,12.0,0.0,19.3
JVASP-15721,76.0,23.8,24.7,0.0,16.2,0.0,23.8,76.0,24.7,-0.0,-16.2,-0.0,24.7,24.7,38.3,0.0,0.0,0.0,0.0,-0.0,0.0,26.1,0.0,16.2,16.2,-16.2,0.0,0.0,30.7,0.0,0.0,-0.0,0.0,16.2,0.0,30.7
JVASP-106749,104.7,24.8,24.8,-0.0,0.0,0.0,24.8,119.2,5.4,-0.0,-0.0,-0.0,24.8,5.4,119.2,0.0,0.0,0.0,-0.0,-0.0,0.0,6.5,0.0,0.0,0.0,-0.0,0.0,0.0,6.3,0.0,0.0,-0.0,0.0,0.0,0.0,6.5
JVASP-10173,72.2,21.3,23.4,-0.0,14.3,-0.0,21.3,72.2,23.4,0.0,-14.3,0.0,23.4,23.4,37.7,0.0,0.0,0.0,-0.0,0.0,0.0,25.4,-0.0,14.3,14.3,-14.3,0.0,-0.0,27.8,-0.0,-0.0,0.0,0.0,14.3,-0.0,27.8
JVASP-18993,74.9,22.8,15.9,-0.0,0.0,0.0,22.8,47.2,16.2,-0.0,0.0,-0.0,15.9,16.2,28.3,0.0,-0.0,-0.0,-0.0,-0.0,0.0,22.1,0.0,0.0,0.0,0.0,-0.0,0.0,16.2,-0.0,0.0,-0.0,-0.0,0.0,-0.0,3.0
JVASP-1100,74.9,22.8,15.9,0.0,0.0,0.0,22.8,47.2,16.2,0.0,0.0,0.0,15.9,16.2,28.3,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0
