Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-138128,173.5,231.9,0.4,0,0,0,231.9,173.5,0.4,0,0,0,0.4,0.4,143.7,0,0,0,0,0,0,-29.2,0,0,0,0,0,0,15.9,0,0,0,0,0,0,15.9,106.2333333,17.72,50.35994293,0.420991618
JVASP-135676,172.7,-0.5,50.6,0,1.8,0,-0.5,153.8,-3,0,0.3,0,50.6,-3,58.1,0,1.8,0,0,0,0,25.7,0,0.8,1.8,0.3,1.8,0,4.6,0,0,0,0,0.8,0,31.4,53.2,34.84,85.79197696,0.231228142
JVASP-135677,176.3,44.3,25.1,0.4,0.8,11,44.3,55,13.2,-3.6,-1.9,-2.8,25.1,13.2,160.3,3.7,27.8,10.2,0.4,-3.6,3.7,24.4,-0.2,4.3,0.8,-1.9,27.8,-0.2,15.9,2,11,-2.8,10.2,4.3,2,40.9,61.86666667,36.84,92.21593239,0.251573458
JVASP-101741,76.3,24.3,22.1,0,12,0,24.3,76.3,22.1,0,-12,0,22.1,22.1,34.7,0,0,0,0,0,0,26,0,12,12,-12,0,0,19.3,0,0,0,0,12,0,19.3,36.03333333,20.84,52.41516985,0.257561657
JVASP-15721,76,23.8,24.7,0,16.2,0,23.8,76,24.7,0,-16.2,0,24.7,24.7,38.3,0,0,0,0,0,0,26.1,0,16.2,16.2,-16.2,0,0,30.7,0,0,0,0,16.2,0,30.7,37.41111111,25.30666667,61.95110271,0.224007561
JVASP-106749,104.7,24.8,24.8,0,0,0,24.8,119.2,5.4,0,0,0,24.8,5.4,119.2,0,0,0,0,0,0,6.5,0,0,0,0,0,0,6.3,0,0,0,0,0,0,6.5,50.34444444,23.06666667,60.03162933,0.301263642
JVASP-10173,72.2,21.3,23.4,0,14.3,0,21.3,72.2,23.4,0,-14.3,0,23.4,23.4,37.7,0,0,0,0,0,0,25.4,0,14.3,14.3,-14.3,0,0,27.8,0,0,0,0,14.3,0,27.8,35.36666667,23.8,58.3182448,0.22517321
JVASP-18993,74.9,22.8,15.9,0,0,0,22.8,47.2,16.2,0,0,0,15.9,16.2,28.3,0,0,0,0,0,0,22.1,0,0,0,0,0,0,16.2,0,0,0,0,0,0,3,28.91111111,14.62666667,37.54793475,0.283543804
JVASP-1100,74.9,22.8,15.9,0,0,0,22.8,47.2,16.2,0,0,0,15.9,16.2,28.3,0,0,0,0,0,0,22.1,0,0,0,0,0,0,16.2,0,0,0,0,0,0,3,28.91111111,14.62666667,37.54793475,0.283543804
JVASP-8396,13.8,15.3,9.1,0,0,0,15.3,13.8,9.1,0,0,0,9.1,9.1,23.6,0,0,0,0,0,0,9.4,0,0,0,0,0,0,-25.8,0,0,0,0,0,0,-25.8,13.13333333,-7.26,-26.69981332,0.838830118
JVASP-4285,90.7,25.4,17.3,0,0,0,25.4,49.6,15,0,0,0,17.3,15,33.7,0,0,0,0,0,0,29.6,0,0,0,0,0,0,14.8,0,0,0,0,0,0,6.2,32.15555556,17.87333333,45.23826016,0.265523876
JVASP-16913,14.27603632,34.91078809,55.68061311,3.437801465,26.43585838,68.89105859,3.67557458,20.80136768,62.93160746,5.778789795,3.444064033,86.11281037,14.28182155,3.66860356,78.8752138,5.769746255,40.30954209,86.11221727,14.27097493,34.91413098,78.87468434,26.43971817,61.34423901,97.02004879,20.80534541,55.68233539,88.26010127,40.30746312,68.88964235,0.004382333,34.91204168,62.9302592,5.773966387,40.30621574,61.34246086,8.531075273,46.77762612,18.1340611,48.17670486,0.328348476
JVASP-18991,38.3,19.8,9.9,0,0,0,19.8,93.4,-1.7,0,0,0,9.9,-1.7,112.6,0,0,0,0,0,0,16.8,0,0,0,0,0,0,31.5,0,0,0,0,0,0,29.4,33.36666667,29.96,69.17567277,0.154467169
JVASP-14096,38.3,19.7,9.9,0,0,0,19.7,93.4,-1.7,0,0,0,9.9,-1.7,112.7,0,0,0,0,0,0,16.7,0,0,0,0,0,0,31.6,0,0,0,0,0,0,29.3,33.35555556,29.95333333,69.1585192,0.154437779
JVASP-9105,181.6,58.5,62.5,0,4.9,0,58.5,114.6,58.7,0,-30.1,0,62.5,58.7,280.5,0,-7.8,0,0,0,0,67.7,0,20.4,4.9,-30.1,-7.8,0,77.4,0,0,0,0,20.4,0,83,104.0111111,72.08666667,175.6751241,0.218499427
JVASP-8394,220.9,96.8,34.5,0,12,0,96.8,220.9,34.6,0,-12.1,0,34.5,34.6,33.4,0,0,0,0,0,0,62.2,0,12.1,12,-12.1,0,0,23.4,0,0,0,0,12.1,0,23.3,89.66666667,42.4,109.8805395,0.295761079
JVASP-10034,268.2,114.9,75,0,0,0,114.9,139,15.4,0,0,0,75,15.4,220.8,0,0,0,0,0,0,95.5,0,0,0,0,0,0,5.7,0,0,0,0,0,0,30.6,115.4,54.54,141.3516095,0.295852673
JVASP-10360,225.9,77.5,55.1,0,0,0,77.5,152.8,61.1,0,0,0,55.1,61.1,207.9,0,0,0,0,0,0,30.8,0,0,0,0,0,0,19.8,0,0,0,0,0,0,15.8,108.2222222,39.47333333,105.5830908,0.337397704
JVASP-9642,169.1,26.6,41.7,0,0,0,26.6,96.2,61.1,0,0,0,41.7,61.1,109,0,0,0,0,0,0,22.2,0,0,0,0,0,0,55.3,0,0,0,0,0,0,43.6,70.34444444,40.54666667,102.0355142,0.258247873
JVASP-9099,210.1,73.1,108.4,0,13.3,0,73.1,268.7,82.5,0,-6.4,0,108.4,82.5,228.9,0,20.2,0,0,0,0,73.2,0,29.1,13.3,-6.4,20.2,0,59.1,0,0,0,0,29.1,0,141.7,137.3,84.38,210.0998751,0.244962521
JVASP-9458,169.1,26.7,41.8,0,0,0,26.7,96.2,61.1,0,0,0,41.8,61.1,109,0,0,0,0,0,0,22.2,0,0,0,0,0,0,55.3,0,0,0,0,0,0,43.5,70.38888889,40.51333333,101.9755112,0.258542594
JVASP-29490,111.1,19.7,71.6,0,0,0,19.7,35,17.4,0,0,0,71.6,17.4,91.7,0,0,0,0,0,0,14.6,0,0,0,0,0,0,3.3,0,0,0,0,0,0,42.3,50.57777778,20.64666667,54.52118962,0.320338786
JVASP-30687,203.3,11.6,3.3,0,-0.1,0,11.6,92.3,-0.7,0,-0.1,0,3.3,-0.7,19.6,0,0,0,0,0,0,41.8,0,0,-0.1,-0.1,0,0,-1,0,0,0,0,0,0,-4.8,38.17777778,27.26666667,66.07070992,0.211565585
JVASP-25,65.9,17.7,20.4,0,11.9,0,17.7,65.9,20.4,0,-11.9,0,20.4,20.4,34,0,0,0,0,0,0,24.1,0,11.9,11.9,-11.9,0,0,22.5,0,0,0,0,11.9,0,22.5,31.42222222,20.97333333,51.46874928,0.227004512
JVASP-5215,71.6,25.4,19.8,0,0,0,25.4,59.3,18.2,0,0,0,19.8,18.2,32.2,0,0,0,0,0,0,24.4,0,0,0,0,0,0,21.1,0,0,0,0,0,0,2.9,32.21111111,16.32666667,41.90067871,0.283197592
JVASP-1067,80.4,23.3,20.7,0,10.4,0,23.3,80.4,20.7,0,-10.4,0,20.7,20.7,35.9,0,0,0,0,0,0,28.6,0,10.4,10.4,-10.4,0,0,20.2,0,0,0,0,10.4,0,20.2,36.23333333,22.6,56.12993145,0.241812643
JVASP-5410,73.7,27.5,24.2,0,11.3,0,27.5,73.7,24.2,0,-11.3,0,24.2,24.2,37.3,0,0,0,0,0,0,23.1,0,11.3,11.3,-11.3,0,0,22.1,0,0,0,0,11.3,0,22.1,37.38888889,20.71333333,52.4536173,0.266180012
JVASP-136067,8.3,35.4,15.7,0,8.1,0,35.4,19.6,23.3,0,12.9,0,15.7,23.3,4.1,0,6.5,0,0,0,0,6.2,0,-5.2,8.1,12.9,6.5,0,8.3,0,0,0,0,-5.2,0,-7.4,20.08888889,-1.406666667,-4.320851739,0.535847774
JVASP-15834,49.2,28.8,11.9,0,-3.3,0,28.8,96.8,41.1,0,-4,0,11.9,41.1,40.9,0,12.1,0,0,0,0,15.7,0,-3.4,-3.3,-4,12.1,0,12.3,0,0,0,0,-3.4,0,-0.3,38.94444444,12.54666667,33.98984902,0.354537023
JVASP-30460,78.8,35.9,13.7,0,-1.4,0,35.9,101,19.6,0,-3.1,0,13.7,19.6,43.2,0,-6.9,0,0,0,0,29.7,0,6.1,-1.4,-3.1,-6.9,0,24.7,0,0,0,0,6.1,0,7.6,40.15555556,22.65333333,57.20314887,0.262576859
JVASP-138273,-813.4,997.9,1131.3,0,697.8,0,997.9,-1001.5,-1140.2,0,-790.7,0,1131.3,-1140.2,-1328.8,0,-901.1,0,0,0,0,-13.7,0,12.4,697.8,-790.7,-901.1,0,-562.3,0,0,0,0,12.4,0,-5.5,-129.5222222,-391.8133333,-585.2748695,-0.253120275
JVASP-138274,31.3,7.1,46.2,0,0,0,7.1,31.3,46.2,0,0,0,46.2,46.2,139.5,0,0,0,0,0,0,3.7,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.5,44.56666667,8.98,25.24444912,0.405592935
JVASP-138276,47.4,30.8,18.5,0,0.8,0,30.8,70.5,15.5,0.9,4.1,-0.2,18.5,15.5,24.1,-0.1,-2.2,0,0,0.9,-0.1,5.2,0,1.2,0.8,4.1,-2.2,0,8.8,0,0,-0.2,0,1.2,0,12.7,30.17777778,10.48666667,28.19420577,0.34428826
JVASP-1225,88.6,60.1,32.5,0,-2.2,0,60.1,111.8,59.3,0,-10,0,32.5,59.3,152,0,-11,0,0,0,0,45.2,0,-7.9,-2.2,-10,-11,0,35.2,0,0,0,0,-7.9,0,30.6,72.91111111,35.56666667,91.77682527,0.290208415
JVASP-12066,108.5,109.1,67.6,0,0,0,109.1,108.5,67.6,0,0,0,67.6,67.6,36,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,27.7,0,0,0,0,0,0,27.7,82.4,11.6,33.24018547,0.432766615
JVASP-18476,93.2,107.3,66.5,0,15.3,0,107.3,93.2,66.5,0,-15.3,0,66.5,66.5,58,0,0,0,0,0,0,-7,0,15.3,15.3,-15.3,0,0,-35,0,0,0,0,15.3,0,-35,80.55555556,-15.12666667,-48.41014096,0.600158912
JVASP-15829,213.8,104.1,92.9,0,49.7,0,104.1,214.9,93.2,0,-49.9,0,92.9,93.2,128.8,0,-0.1,0,0,0,0,55,0,49.8,49.7,-49.9,-0.1,0,63.3,0,0,0,0,49.8,0,63.1,126.4333333,54.1,142.0405861,0.312759575
JVASP-18881,254.1,89.4,89.4,0,0,0,89.4,254.1,89.4,0,0,0,89.4,89.4,254.1,0,0,0,0,0,0,33.7,0,0,0,0,0,0,33.7,0,0,0,0,0,0,33.7,144.3,53.16,142.0377978,0.335946179
JVASP-8363,108.5,109.1,67.6,0,0,0,109.1,108.5,67.6,0,0,0,67.6,67.6,36,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,27.7,0,0,0,0,0,0,27.7,82.4,11.6,33.24018547,0.432766615
JVASP-52600,153,100.9,56,1.5,-5.4,-0.5,100.9,104.3,34.9,0.3,-5.9,-0.1,56,34.9,122.6,1.7,-6.9,-0.6,1.5,0.3,1.7,4.8,0,-3.2,-5.4,-5.9,-6.9,0,15.9,-0.9,-0.5,-0.1,-0.6,-3.2,-0.9,16.7,84.83333333,20.02,55.67998689,0.390609063
JVASP-36671,135.7,100.3,65,0,0,0,100.3,135.7,65,0,0,0,65,65,162.7,0,0,0,0,0,0,51,0,0,0,0,0,0,-9.8,0,0,0,0,0,0,-9.8,99.41111111,19.86666667,55.87773237,0.406318768
JVASP-36672,185.8,118.7,94.2,0,22.8,0,118.7,185.8,94.2,0,-22.8,0,94.2,94.2,143.3,0,0,0,0,0,0,33.6,0,22.8,22.8,-22.8,0,0,51,0,0,0,0,22.8,0,51,125.4555556,40.97333333,110.8520407,0.352733982
JVASP-9644,121.3,1.4,1,0,-1.2,0,1.4,37.5,22.3,0,12.6,0,1,22.3,46.6,0,14.1,0,0,0,0,17.9,0,3.3,-1.2,12.6,14.1,0,14.3,0,0,0,0,3.3,0,19,28.31111111,22.28666667,52.96253187,0.188211155
JVASP-9647,117.4,29.5,26.7,0,-4.5,0,29.5,109.4,24.7,0,6.2,0,26.7,24.7,107.7,0,-8.9,0,0,0,0,28.5,0,-6.6,-4.5,6.2,-8.9,0,20.2,0,0,0,0,-6.6,0,24.4,55.14444444,31.52666667,79.4409254,0.259900487
JVASP-30727,214.1,104,93.2,0,49.8,0,104,214.6,92.8,0,-49.8,0,93.2,92.8,128.8,0,0,0,0,0,0,55,0,49.8,49.8,-49.8,0,0,63.1,0,0,0,0,49.8,0,63.4,126.3888889,54.13333333,142.1109316,0.312600969
JVASP-53341,149.6,97,56.2,0,-0.1,0,97,103.4,26.2,0,-9,0,56.2,26.2,118.9,0,-5,0,0,0,0,-7.4,0,-2.2,-0.1,-9,-5,0,21.5,0,0,0,0,-2.2,0,17.2,81.18888889,19.09333333,53.11619077,0.3909617
JVASP-24934,148.8,65.8,66.1,0,-4.5,0,65.8,174.4,66,0,23.1,0,66.1,66,127.5,0,25.7,0,0,0,0,42.2,0,8.8,-4.5,23.1,25.7,0,56.2,0,0,0,0,8.8,0,61.9,94.05555556,48.91333333,125.0608212,0.278391929
JVASP-120893,-3,-0.1,1,0,0,0,-0.1,-3,1,0,0,0,1,1,4.2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,-3.6,0.222222222,-1.586666667,3.449275362,-2.086956522
JVASP-120894,69.8,3.4,-6.2,0,1,0,3.4,37.7,-4.9,0,-6,0,-6.2,-4.9,-75.1,0,-1.9,0,0,0,0,-26.1,0,0.3,1,-6,-1.9,0,-13.1,0,0,0,0,0.3,0,3.1,1.888888889,-4.546666667,-69.01190476,6.589285714
JVASP-120896,232.7,162.5,4.1,0,0,0,162.5,232.7,4.1,0,0,0,4.1,4.1,127.1,0,0,0,0,0,0,83.2,0,0,0,0,0,0,5.7,0,0,0,0,0,0,5.7,103.7666667,47.04,122.5948987,0.303092035
JVASP-120897,100.5,92.7,41.4,0,0,0,92.7,100.5,41.4,0,0,0,41.4,41.4,67.6,0,0,0,0,0,0,26.8,0,0,0,0,0,0,-18.7,0,0,0,0,0,0,-18.7,68.84444444,4.086666667,12.02211882,0.470895452
JVASP-120000,152.2,88,34.3,0,4.1,0.3,88,214.9,39.2,0.2,14.8,0,34.3,39.2,133.3,-0.4,-1.9,0.5,0,0.2,-0.4,41.2,0,-3.8,4.1,14.8,-1.9,0,35.2,-0.3,0.3,0,0.5,-3.8,-0.3,28.5,91.48888889,43.57333333,112.8105982,0.294491259
JVASP-120895,89.5,62,53.2,-3.4,-21.1,-1.6,62,90.6,63.4,-8.5,-19,-2.7,53.2,63.4,76.9,-6.7,-10.8,-4.1,-3.4,-8.5,-6.7,21.7,-1.5,-9.7,-21.1,-19,-10.8,-1.5,27.7,-2.2,-1.6,-2.7,-4.1,-9.7,-2.2,17.2,68.24444444,18.54666667,51.01828496,0.375403081
JVASP-120898,97.8,-5.2,15.2,0,0,0,-5.2,198.7,151.1,0,0,0,15.2,151.1,286.8,0,0,0,0,0,0,-5.2,0,0,0,0,0,0,37.2,0,0,0,0,0,0,0.6,100.6111111,34.66666667,93.28578504,0.345468053
JVASP-154728,97.4,35.6,11.2,0,0,-2.3,35.6,97.4,11.2,0,0,2.3,11.2,11.2,110.1,0,0,0,0,0,0,30.9,2.3,0,0,0,0,2.3,31.5,0,-2.3,2.3,0,0,0,31.5,46.76666667,35.24,84.49650222,0.198872052
JVASP-154813,30.6,19.8,21.7,0,0,0,19.8,103.4,47.8,0,0,0,21.7,47.8,110.6,0,0,0,0,0,0,12.8,0,0,0,0,0,0,39.3,0,0,0,0,0,0,41.7,47.02222222,29.11333333,72.39841736,0.243389352
JVASP-100334,34.6,11.1,23.1,0.9,9.8,0.2,11.1,31.3,25.3,0.1,-9.6,-0.5,23.1,25.3,72.3,-0.5,-2.4,-1,0.9,0.1,-0.5,12.7,0.8,12.5,9.8,-9.6,-2.4,0.8,27.5,0.7,0.2,-0.5,-1,12.5,0.7,31,28.57777778,19.48666667,47.63325097,0.222201102
JVASP-23439,88.4,23,48.7,0,0,0,23,192.3,84.7,0,0,0,48.7,84.7,183.5,0,0,0,0,0,0,17.4,0,0,0,0,0,0,49.5,0,0,0,0,0,0,53.8,86.33333333,44.66,114.275242,0.279391425
JVASP-94309,317.6,5.7,139.9,0,0,0,5.7,62.7,52.9,0,0,0,139.9,52.9,304.1,0,0,0,0,0,0,-92.3,0,0,0,0,0,0,56.5,0,0,0,0,0,0,102.4,120.1555556,45.71333333,121.7056445,0.331183219
JVASP-18990,50,39.7,31.7,0,0,0,39.7,97.3,27.6,0,0,0,31.7,27.6,51,0,0,0,0,0,0,45.7,0,0,0,0,0,0,30.9,0,0,0,0,0,0,19.9,44.03333333,25.92,65.00503734,0.253955196
JVASP-8307,80.2,120.9,7.7,0,0,0,120.9,80.2,7.7,0,0,0,7.7,7.7,31.4,0,0,0,0,0,0,-20.3,0,0,0,0,0,0,5.4,0,0,0,0,0,0,5.4,51.6,1.8,5.337931034,0.482758621
JVASP-12065,80.3,120.8,7.6,0,0,0,120.8,80.3,7.6,0,0,0,7.6,7.6,31.8,0,0,0,0,0,0,-20.2,0,0,0,0,0,0,5.4,0,0,0,0,0,0,5.4,51.6,1.88,5.57232576,0.482001532
JVASP-30615,80.3,120.8,7.7,0,0,0,120.8,80.3,7.7,0,0,0,7.7,7.7,31.2,0,0,0,0,0,0,-20.2,0,0,0,0,0,0,5.4,0,0,0,0,0,0,5.4,51.57777778,1.826666667,5.416062,0.482498723
JVASP-30621,56,107.1,-5.2,0,0,0,107.1,56,-5.2,0,0,0,-5.2,-5.2,23.1,0,0,0,0,0,0,-25.6,0,0,0,0,0,0,7.8,0,0,0,0,0,0,7.8,36.5,0.56,1.671451935,0.492367799
JVASP-4391,167.1,136.4,124.3,0,0,0,136.4,167.1,124.3,0,0,0,124.3,124.3,255.5,0,0,0,0,0,0,121.2,0,0,0,0,0,0,47.6,0,0,0,0,0,0,47.6,151.0777778,56.92666667,151.7233587,0.332621138
JVASP-10889,125.5,64.8,15,0,12.1,0,64.8,170.5,9.3,0,11.4,0,15,9.3,71.3,0,14.5,0,0,0,0,102.5,0,15,12.1,11.4,14.5,0,21.2,0,0,0,0,15,0,28.6,60.61111111,49.00666667,115.8080777,0.181554323
JVASP-9161,56.5,48.9,23.1,0,0,0,48.9,56.5,23.1,0,0,0,23.1,23.1,114.7,0,0,0,0,0,0,72.6,0,0,0,0,0,0,29,0,0,0,0,0,0,29,46.43333333,34.96,83.8389992,0.199070355
JVASP-9247,193.4,111,-39.5,0,0,0,111,243.7,-17.5,0,0,0,-39.5,-17.5,413.6,0,0,0,0,0,0,216.6,0,0,0,0,0,0,43.8,0,0,0,0,0,0,55.9,106.5222222,116.3733333,255.9230965,0.099577924
JVASP-20635,167.1,136.5,124.3,0,0,0,136.5,167.1,124.3,0,0,0,124.3,124.3,255.6,0,0,0,0,0,0,121.2,0,0,0,0,0,0,47.6,0,0,0,0,0,0,47.6,151.1111111,56.92666667,151.7270934,0.332653941
JVASP-9137,56.7,49,23.2,0,0,0,49,56.7,23.2,0,0,0,23.2,23.2,115.1,0,0,0,0,0,0,72.7,0,0,0,0,0,0,28.9,0,0,0,0,0,0,28.9,46.58888889,34.97333333,83.92078898,0.199782534
JVASP-10241,55.8,14,4.4,0,0,0,14,57.3,35.4,0,0,0,4.4,35.4,65.8,0,0,0,0,0,0,31.6,0,0,0,0,0,0,52.4,0,0,0,0,0,0,36.3,31.83333333,32.4,72.57701329,0.120015637
JVASP-86373,202.7,-9.9,84.1,0,73,0,-9.9,202.7,84.1,0,-73,0,84.1,84.1,255.3,0,0,0,0,0,0,106.3,0,73,73,-73,0,0,161.4,0,0,0,0,73,0,161.4,108.5888889,119.3133333,261.9864309,0.097892514
JVASP-57128,56.3,49.1,23,0,0,0,49.1,56.9,23.1,0,0,0,23,23.1,114.7,0,0,0,0,0,0,72.7,0,0,0,0,0,0,29.1,0,0,0,0,0,0,28.8,46.47777778,34.96666667,83.8678708,0.199254587
JVASP-133141,166.5,26.3,2.2,0,-6.1,0,26.3,90.8,58,0,-20.4,0,2.2,58,88.8,0,-31.3,0,0,0,0,3.9,0,7.4,-6.1,-20.4,-31.3,0,51.1,0,0,0,0,7.4,0,-3,57.67777778,27.70666667,71.64755737,0.292966026
JVASP-14958,104.2,62.9,62.9,0,0,0,62.9,104.2,62.9,0,0,0,62.9,62.9,104.2,0,0,0,0,0,0,9.9,0,0,0,0,0,0,9.9,0,0,0,0,0,0,9.9,76.66666667,14.2,40.12285012,0.412776413
JVASP-57072,44.5,12.1,21.7,0,0,0,12.1,120.8,8.2,0,0,0,21.7,8.2,24.9,0,0,0,0,0,0,9.7,0,0,0,0,0,0,11.2,0,0,0,0,0,0,9.4,30.46666667,15.94,40.71872554,0.27724986
JVASP-22625,65.9,10.9,2.3,0,-1.6,0,10.9,27.5,9.3,0,-1.9,0,2.3,9.3,24.2,0,1.4,0,0,0,0,13.1,0,1.8,-1.6,-1.9,1.4,0,7.6,0,0,0,0,1.8,0,7.7,18.06666667,12.02,29.51452733,0.227725763
JVASP-92737,6,4.5,4.5,0,0,0,4.5,6,4.5,0,0,0,4.5,4.5,6,0,0,0,0,0,0,3.1,0,0,0,0,0,0,3.1,0,0,0,0,0,0,3.1,5,2.16,5.664335664,0.311188811
JVASP-102349,326.4,62,57.8,0,0,0,62,326.4,57.8,0,0,0,57.8,57.8,282.2,0,0,0,0,0,0,132.2,0,0,0,0,0,0,130.3,0,0,0,0,0,0,130.2,143.3555556,129.0333333,297.7621296,0.153818637
JVASP-36202,551.9,42.4,165.5,0,0,0,42.4,551.9,165.5,0,0,0,165.5,165.5,509.5,0,0,0,0,0,0,105.2,0,0,0,0,0,0,212.7,0,0,0,0,0,0,212.7,262.2333333,188.78,456.7389162,0.209712142
JVASP-35107,556.6,184.8,184.8,0,0,0,184.8,556.6,184.8,0,0,0,184.8,184.8,556.6,0,0,0,0,0,0,286.4,0,0,0,0,0,0,286.4,0,0,0,0,0,0,286.4,308.7333333,246.2,583.49652,0.185005118
JVASP-35108,351.6,164.4,164.4,0,0,0,164.4,351.6,164.4,0,0,0,164.4,164.4,351.6,0,0,0,0,0,0,202,0,0,0,0,0,0,202,0,0,0,0,0,0,202,226.8,158.64,385.93627,0.21639016
JVASP-114885,649.1,-17.7,141.1,0,0,0,-17.7,649.1,141.1,0,0,0,141.1,141.1,354.1,0,0,0,0,0,0,41.3,0,0,0,0,0,0,169.9,0,0,0,0,0,0,169.9,242.3666667,168.74,410.8686395,0.217460707
JVASP-114887,550.7,42.6,164.5,0,0,0,42.6,550.7,164.5,0,0,0,164.5,164.5,508.8,0,0,0,0,0,0,106.7,0,0,0,0,0,0,213.7,0,0,0,0,0,0,213.7,261.4888889,189.3933333,457.6820802,0.208284558
JVASP-114888,48,-3.5,4.8,0,0.7,0,-3.5,266.8,78.3,0,-4,0,4.8,78.3,490.8,0,-5.8,0,0,0,0,-10,0,0.3,0.7,-4,-5.8,0,68.9,0,0,0,0,0.3,0,-6.6,107.2,58.86,149.2617568,0.267938811
JVASP-58388,505,140.8,89.8,0,-24.7,0,140.8,505,89.8,0,24.7,0,89.8,89.8,332.9,0,0,0,0,0,0,182.1,0,-24.7,-24.7,24.7,0,0,114.7,0,0,0,0,-24.7,0,114.7,220.4111111,150.4666667,367.72296,0.221941604
JVASP-114892,-0.3,-0.3,-0.2,0,0,0,-0.3,-8.9,-0.4,0,3.5,0,-0.2,-0.4,0.4,0,4.4,0,0,0,0,-5.8,0,0.9,0,3.5,4.4,0,-6,0,0,0,0,0.9,0,-6.6,-1.177777778,-4.206666667,-5.761068045,-0.315245478
JVASP-114893,46.2,386.8,-6.9,0,0,0,386.8,46.2,-6.9,0,0,0,-6.9,-6.9,140.7,0,0,0,0,0,0,-170.3,0,0,0,0,0,0,9.4,0,0,0,0,0,0,9.4,108.7888889,-39.62666667,-135.3088838,0.707295808
JVASP-114895,197.1,-17.7,143.8,0,0,0,-17.7,197.1,143.8,0,0,0,143.8,143.8,461,0,0,0,0,0,0,8.5,0,0,0,0,0,0,-611.9,0,0,0,0,0,0,-611.9,155,-204.04,-1090.725782,1.672823421
JVASP-114897,350,66.1,332.8,-19.5,0,0,66.1,25.3,160.2,-42.5,0,0,332.8,160.2,154.1,-20.4,0,0,-19.5,-42.5,-20.4,-182.2,0,0,0,0,0,0,23.7,-22.4,0,0,0,0,-22.4,-104.1,183.0666667,-54.5,-181.5124318,0.665251668
JVASP-36144,511.4,60.1,166.4,0,0,0,60.1,511.4,166.4,0,0,0,166.4,166.4,494.2,0,0,0,0,0,0,119.9,0,0,0,0,0,0,206.7,0,0,0,0,0,0,206.7,255.8666667,181.6,440.5694058,0.213021492
JVASP-35150,557,179.9,179.9,0,0,0,179.9,557,179.9,0,0,0,179.9,179.9,557,0,0,0,0,0,0,271.8,0,0,0,0,0,0,271.8,0,0,0,0,0,0,271.8,305.6,238.5,567.7922618,0.190340171
JVASP-35152,336.7,152,152,0,0,0,152,336.7,152,0,0,0,152,152,336.7,0,0,0,0,0,0,176.8,0,0,0,0,0,0,176.8,0,0,0,0,0,0,176.8,213.5666667,143.02,350.7614224,0.226267034
JVASP-135732,163.7,267.5,-7.9,0,0,0,267.5,163.7,-7.9,0,0,0,-7.9,-7.9,64.3,0,0,0,0,0,0,-51.9,0,0,0,0,0,0,1.1,0,0,0,0,0,0,1.1,99.45555556,-0.606666667,-1.823708132,0.503056153
JVASP-135733,519.7,25.1,104.9,0,0,0,25.1,519.7,104.9,0,0,0,104.9,104.9,467.5,0,0,0,0,0,0,-53.7,0,0,0,0,0,0,123.5,0,0,0,0,0,0,123.5,219.6333333,123.46,311.9323355,0.263293113
JVASP-135734,506.9,60.2,164.3,0,0,0,60.2,506.9,164.3,0,0,0,164.3,164.3,491.1,0,0,0,0,0,0,117.9,0,0,0,0,0,0,204.2,0,0,0,0,0,0,204.2,253.6111111,179.6666667,436.0331384,0.213450292
JVASP-135740,-0.1,-0.3,-0.2,0,-0.1,0,-0.3,-2.4,3,0,-4.1,0,-0.2,3,-4.2,0,5.6,0,0,0,0,-7.6,0,0.5,-0.1,-4.1,5.6,0,-7.6,0,0,0,0,0.5,0,-2.6,-0.188888889,-4.173333333,-1.49676512,-0.820675105
JVASP-135741,-82.1,80.8,45.7,0.7,-20.8,-7.1,80.8,-84.7,121.1,-1.9,5.3,16.7,45.7,121.1,-65.1,6.5,-22.1,-16.8,0.7,-1.9,6.5,-67.8,7.9,0.7,-20.8,5.3,-22.1,7.9,-84,-21.7,-7.1,16.7,-16.8,0.7,-21.7,-75.9,29.25555556,-77.50666667,-1989.035608,11.83138402
JVASP-75891,156.9,140.1,140.1,0,0,0,140.1,156.9,140.1,0,0,0,140.1,140.1,156.9,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,14,145.7,11.76,34.35567438,0.460700441
JVASP-10073,313.2,132.8,108.7,0,-21,0,132.8,313.2,108.7,0,21,0,108.7,108.7,179.5,0,0,0,0,0,0,90.2,0,-21,-21,21,0,0,67.8,0,0,0,0,-21,0,67.8,167.3666667,75.54,196.9841112,0.303839762
JVASP-13067,86.3,16.1,11.8,-7.1,0,0,16.1,28.5,17.8,3.9,0,0,11.8,17.8,36.2,4,0,0,-7.1,3.9,4,14.2,0,0,0,0,0,0,7.3,3.9,0,0,0,0,3.9,11.2,26.93333333,13.56,34.83408224,0.28444256
