Material,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,Bulk Modulus (K),Shear Modulus (G),Young Modulus (E),Poisson's Ratio (v)
JVASP-113442,30,36,230,0,0,0,36,93.7,33.5,0,0,0,230,33.5,272.2,0,0,0,0,0,0,-6.3,0,0,0,0,0,0,-20.7,0,0,0,0,0,0,30.5,110.5444444,7.126666667,20.93021805,0.468443736
JVASP-113443,145.3,18.4,62.9,0,0,0,18.4,87.7,6.5,0,0,0,62.9,6.5,596.1,0,0,0,0,0,0,3.5,0,0,0,0,0,0,-101.7,0,0,0,0,0,0,44.5,111.6333333,38.68,104.0253654,0.3446919
JVASP-113446,93.6,156.5,16.2,0,0,0,156.5,673.1,-26.8,0,0,0,16.2,-26.8,81.5,0,0,0,0,0,0,-80.5,0,0,0,0,0,0,-177.8,0,0,0,0,0,0,4.8,126.6666667,-3.88,-11.76007657,0.515473785
JVASP-114011,381.9,51.7,6.9,0,0,0.4,51.7,388.6,9.5,-0.1,-0.9,0,6.9,9.5,49.6,-0.5,-3.4,-0.2,0,-0.1,-0.5,130.1,0.2,2.2,0,-0.9,-3.4,0.2,9.2,-0.8,0.4,0,-0.2,2.2,-0.8,0.8,106.2555556,78.15333333,188.2949528,0.204650811
JVASP-114013,471,14,15.3,-0.6,3.2,-0.2,14,31.9,20.4,1.4,3,1.2,15.3,20.4,33.1,1.4,5.7,1.5,-0.6,1.4,1.4,10.5,0.4,3.1,3.2,3,5.7,0.4,19.2,0.5,-0.2,1.2,1.5,3.1,0.5,11.3,70.6,40.62,102.2500119,0.258616591
JVASP-114014,524.4,40.5,87.9,4.4,0.1,0.8,40.5,190.5,192,2.1,-0.2,-1,87.9,192,762.6,-9.4,1.5,2.9,4.4,2.1,-9.4,41.5,1.3,0.9,0.1,-0.2,1.5,1.3,182.7,-4.5,0.8,-1,2.9,0.9,-4.5,178,235.3666667,157.58,386.48772,0.226322249
JVASP-114015,506.6,268.1,37.5,0,0,0,268.1,506.6,37.5,0,0,0,37.5,37.5,232.9,0,0,0,0,0,0,119.2,0,0,0,0,0,0,103.3,0,0,0,0,0,0,103.3,214.7,125.36,314.8092532,0.255620825
JVASP-149038,-128.5,201.5,-150.9,0,-26.2,0,201.5,196.5,60.2,0,11.4,0,-150.9,60.2,-27.3,0,-32.7,0,0,0,0,19,0,16.2,-26.2,11.4,-32.7,0,-94.7,0,0,0,0,16.2,0,-22.5,29.14444444,-24.31333333,-101.035921,1.07778834
JVASP-154389,180.1,46.2,15.7,0,-17.3,0,46.2,180.1,15.7,0,17.3,0,15.7,15.7,72,0,0,0,0,0,0,67,0,-17.3,-17.3,17.3,0,0,56.3,0,0,0,0,-17.3,0,56.3,65.26666667,59.56,137.0047932,0.150140977
JVASP-103585,69.7,36.6,37,0,0,0,36.6,64.5,38.3,0,0,0,37,38.3,58,0,0,0,0,0,0,0.6,0,0,0,0,0,0,-2.4,0,0,0,0,0,0,-4.5,46.22222222,4.093333333,11.92789764,0.456990754
JVASP-14917,71.3,29.9,28.6,0,0,0,29.9,71.3,28.6,0,0,0,28.6,28.6,104.1,0,0,0,0,0,0,20.7,0,0,0,0,0,0,8.4,0,0,0,0,0,0,8.4,46.76666667,18.14,48.18938399,0.328263065
JVASP-102451,66.1,43.7,43.7,0,0,0,43.7,66.1,43.7,0,0,0,43.7,43.7,66.1,0,0,0,0,0,0,17.4,0,0,0,0,0,0,17.4,0,0,0,0,0,0,17.4,51.16666667,14.92,40.79479872,0.367117919
JVASP-4552,71.3,29.9,28.6,0,0,0,29.9,71.3,28.6,0,0,0,28.6,28.6,104.1,0,0,0,0,0,0,20.7,0,0,0,0,0,0,8.4,0,0,0,0,0,0,8.4,46.76666667,18.14,48.18938399,0.328263065
JVASP-35236,33,90.5,90.5,0,0,0,90.5,33,90.5,0,0,0,90.5,90.5,33,0,0,0,0,0,0,15.9,0,0,0,0,0,0,15.9,0,0,0,0,0,0,15.9,71.33333333,-1.96,-5.934352009,0.513865308
JVASP-134881,326.1,153.4,-4.3,0,0,0,153.4,326.1,-4.3,0,0,0,-4.3,-4.3,108.6,0,0,0,0,0,0,86.4,0,0,0,0,0,0,-26.4,0,0,0,0,0,0,-26.4,116.7111111,47.78666667,126.1437341,0.319863289
JVASP-134882,171.1,64.6,63.5,0.1,7.4,-0.4,64.6,169.4,64.6,-0.6,-5.5,-0.4,63.5,64.6,443.5,0.2,3.9,-1.8,0.1,-0.6,0.2,52.3,-0.2,6.7,7.4,-5.5,3.9,-0.2,25,0.1,-0.4,-0.4,-1.8,6.7,0.1,23.7,129.9333333,59.62,155.1324552,0.301010191
JVASP-134884,51.5,9.5,-6.2,0,1.4,0,9.5,170,118.8,0,-14.3,0,-6.2,118.8,449.2,0,-17.2,0,0,0,0,-6.3,0,-0.6,1.4,-14.3,-17.2,0,19.1,0,0,0,0,-0.6,0,-4.5,101.6555556,38.23333333,101.9221348,0.33289627
JVASP-134887,259.7,-3.2,101.3,0,0,0,-3.2,43.6,-1.9,0,0,0,101.3,-1.9,531.6,0,0,0,0,0,0,-10.2,0,0,0,0,0,0,-11.2,0,0,0,0,0,0,104.8,114.1444444,65.92666667,165.8498988,0.257836223
JVASP-4849,362.6,188.6,134.3,0,0,0,188.6,362.6,134.3,0,0,0,134.3,134.3,285.2,0,0,0,0,0,0,87,0,0,0,0,0,0,203.7,0,0,0,0,0,0,203.7,213.8666667,135.76,336.1516517,0.238036431
JVASP-7844,289.5,153.2,153.2,0,0,0,153.2,289.5,153.2,0,0,0,153.2,153.2,289.5,0,0,0,0,0,0,184.5,0,0,0,0,0,0,184.5,0,0,0,0,0,0,184.5,198.6333333,137.96,336.0737634,0.21801161
JVASP-7780,443.8,168.3,168.3,0,0,0,168.3,443.8,168.3,0,0,0,168.3,168.3,443.8,0,0,0,0,0,0,314.3,0,0,0,0,0,0,314.3,0,0,0,0,0,0,314.3,260.1333333,243.68,557.0889149,0.14307476
JVASP-39,385.2,131.8,98.6,0,0,0,131.8,385.2,98.6,0,0,0,98.6,98.6,366.2,0,0,0,0,0,0,126.7,0,0,0,0,0,0,114.7,0,0,0,0,0,0,114.7,199.4,125.06,310.3070486,0.240632691
JVASP-118633,215,5.1,4.3,6.6,-5.1,0,5.1,49.7,32.5,5.6,-4,-2.1,4.3,32.5,58.4,-1.9,-6.7,-7.8,6.6,5.6,-1.9,0.2,-8.5,-0.2,-5.1,-4,-6.7,-8.5,14.3,1.9,0,-2.1,-7.8,-0.2,1.9,9.1,45.21111111,23.46666667,60.01625812,0.2787555
JVASP-118634,441.8,545.5,54.6,0,0,0,545.5,441.8,54.6,0,0,0,54.6,54.6,708.4,0,0,0,0,0,0,618.3,0,0,0,0,0,0,32.6,0,0,0,0,0,0,32.6,322.3777778,199.1866667,495.5074033,0.243826737
JVASP-137888,374.2,170.5,-2,0,0,0,170.5,374.2,-2,0,0,0,-2,-2,20.8,0,0,0,0,0,0,101.9,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,-8.1,122.4666667,57.32,148.7523639,0.297560746
JVASP-137889,276.3,233.9,0.6,0,0,0,233.9,276.3,0.6,0,0,0,0.6,0.6,22.1,0,0,0,0,0,0,21.2,0,0,0,0,0,0,-10.1,0,0,0,0,0,0,-10.1,116.1,22.84,64.303271,0.407689821
JVASP-1327,126.3,61.9,61.9,0,0,0,61.9,126.3,61.9,0,0,0,61.9,61.9,126.3,0,0,0,0,0,0,61.9,0,0,0,0,0,0,61.9,0,0,0,0,0,0,61.9,83.36666667,50.02,125.05,0.25
JVASP-8182,151.4,56.9,40,0,0,0,56.9,151.4,40,0,0,0,40,40,172.8,0,0,0,0,0,0,47.2,0,0,0,0,0,0,37.6,0,0,0,0,0,0,37.6,83.26666667,47.06,118.7993128,0.262211143
JVASP-30519,8.2,-1.2,-1.2,0,0,0,-1.2,107.4,92.2,0,0,0,-1.2,92.2,108.3,0,0,0,0,0,0,-2.8,0,0,0,0,0,0,46.7,0,0,0,0,0,0,-3,44.83333333,17.12,45.56074397,0.330629205
JVASP-121233,-11.4,35.1,176.1,0,35.8,0,35.1,-162.4,239.7,0,1.1,0,176.1,239.7,-232.8,0,-83.3,0,0,0,0,-7.4,0,9.6,35.8,1.1,-83.3,0,-58.3,0,0,0,0,9.6,0,-24.2,55.02222222,-75.14666667,-413.8415184,1.753558719
JVASP-121235,142.6,28,30.6,0.5,7.5,-1.2,28,67.4,25.5,1.3,-19.3,-1.1,30.6,25.5,116.5,-0.4,-18.8,-1.3,0.5,1.3,-0.4,22.3,0.4,9.5,7.5,-19.3,-18.8,0.4,17.9,-0.2,-1.2,-1.1,-1.3,9.5,-0.2,13.6,54.96666667,26.92,69.42614952,0.289490147
JVASP-121236,90.6,39.1,50,0,-7.8,0,39.1,35.1,27.6,0,-6.9,0,50,27.6,105.7,0,-23.9,0,0,0,0,40,0,1.1,-7.8,-6.9,-23.9,0,19.1,0,0,0,0,1.1,0,16.3,51.64444444,22.72666667,59.4582611,0.308116627
JVASP-121237,99,49,54.3,27.6,19.9,-4.6,49,73.2,49.2,19.9,-11.3,15.6,54.3,49.2,113.9,8.7,-4.1,-4.5,27.6,19.9,8.7,32.3,-0.3,7.5,19.9,-11.3,-4.1,-0.3,41.1,19.1,-4.6,15.6,-4.5,7.5,19.1,51.8,65.67777778,33.94666667,86.87277975,0.279548013
JVASP-135467,167.4,78.1,-1.7,0,0,0,78.1,167.4,-1.7,0,0,0,-1.7,-1.7,13.3,0,0,0,0,0,0,44.6,0,0,0,0,0,0,-3.9,0,0,0,0,0,0,-3.9,55.27777778,25.58666667,66.49966914,0.299498485
JVASP-135471,235.4,12.6,12.6,0,0,0,12.6,226.6,51.5,0,0,0,12.6,51.5,226.6,0,0,0,0,0,0,28,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,28,93.55555556,50.97333333,129.4160737,0.2694488
JVASP-135472,67.7,54,76.4,0,0,0,54,99.7,50.9,0,0,0,76.4,50.9,148.4,0,0,0,0,0,0,1.3,0,0,0,0,0,0,4,0,0,0,0,0,0,-2.1,75.37777778,9.606666667,27.64555301,0.438873335
JVASP-1372,105.4,50.6,50.6,0,0,0,50.6,105.4,50.6,0,0,0,50.6,50.6,105.4,0,0,0,0,0,0,52.7,0,0,0,0,0,0,52.7,0,0,0,0,0,0,52.7,68.86666667,42.58,105.9117265,0.243679268
JVASP-8183,126.9,46.7,31.5,0,0,0,46.7,126.9,31.5,0,0,0,31.5,31.5,146.4,0,0,0,0,0,0,40.1,0,0,0,0,0,0,32.1,0,0,0,0,0,0,32.1,68.84444444,40.22666667,101.006819,0.255470903
JVASP-13985,134.5,57.1,49.8,0,0,0,57.1,134.5,49.8,0,0,0,49.8,49.8,147.9,0,0,0,0,0,0,38.7,0,0,0,0,0,0,24.2,0,0,0,0,0,0,24.2,81.14444444,34.76666667,91.26562425,0.312544932
JVASP-16421,134.5,57.1,49.8,0,0,0,57.1,134.5,49.8,0,0,0,49.8,49.8,147.9,0,0,0,0,0,0,38.7,0,0,0,0,0,0,24.2,0,0,0,0,0,0,24.2,81.14444444,34.76666667,91.26562425,0.312544932
JVASP-118169,35.9,75.7,10.8,0,0,0,75.7,103.2,6.7,0,0,0,10.8,6.7,203.9,0,0,0,0,0,0,10.8,0,0,0,0,0,0,-542.9,0,0,0,0,0,0,1,58.82222222,-89.56666667,-545.6454929,2.046029919
JVASP-118170,103.2,20.8,33.6,0,0,0,20.8,64,37.6,0,0,0,33.6,37.6,101.9,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,-8.1,0,0,0,0,0,0,-391.3,50.34444444,-68.45333333,-375.5897958,1.743400339
JVASP-118179,91.5,27.2,21.7,0,0,0,27.2,-203.1,65.6,0,0,0,21.7,65.6,108.8,0,0,0,0,0,0,-72.1,0,0,0,0,0,0,6,0,0,0,0,0,0,33.1,25.13333333,-14.42,-53.48973434,0.854706461
JVASP-120123,91.9,59.9,59.9,0,10,0,59.9,86.2,50.1,0,-9,0,59.9,50.1,86.2,0,-9,0,0,0,0,32.5,0,1.9,10,-9,-9,0,27.6,0,0,0,0,1.9,0,32.5,67.12222222,24.81333333,66.2734754,0.335440799
JVASP-1408,76.9,37.2,37.2,0,0,0,37.2,76.9,37.2,0,0,0,37.2,37.2,76.9,0,0,0,0,0,0,36.8,0,0,0,0,0,0,36.8,0,0,0,0,0,0,36.8,50.43333333,30.02,75.14933819,0.251654533
JVASP-100038,71.1,79.6,33.6,0,0,0,79.6,71.1,33.6,0,0,0,33.6,33.6,74,0,0,0,0,0,0,53.8,0,0,0,0,0,0,22.9,0,0,0,0,0,0,22.9,56.64444444,24.54666667,64.34538599,0.310674619
JVASP-35748,91.8,34.4,23.4,0,0,0,34.4,91.8,23.4,0,0,0,23.4,23.4,107.3,0,0,0,0,0,0,28.7,0,0,0,0,0,0,22.6,0,0,0,0,0,0,22.6,50.36666667,28.76,72.48364283,0.260146781
JVASP-35259,124.4,33.3,43.3,0,0,0,33.3,42,6.7,0,0,0,43.3,6.7,76.8,0,0,0,0,0,0,27.7,0,0,0,0,0,0,14.9,0,0,0,0,0,0,26.8,45.53333333,24.54,62.40841504,0.271565099
JVASP-11395,89.6,28.6,28.6,0,0,0,28.6,89.6,28.6,0,0,0,28.6,28.6,89.6,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,0,0,0,0,0,0,32.8,48.93333333,31.88,78.57595702,0.232370719
JVASP-139573,90.2,11.4,13.4,0,0,0,11.4,52.7,48,0,0,0,13.4,48,89.5,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,-10.4,42,7.66,21.66302559,0.414035613
JVASP-106484,46.5,49.5,49.5,0,0,0,49.5,46.5,49.5,0,0,0,49.5,49.5,46.5,0,0,0,0,0,0,14.3,0,0,0,0,0,0,14.3,0,0,0,0,0,0,14.3,48.5,7.98,22.69526974,0.422009382
JVASP-35769,58.8,29.7,29.7,0,0,0,29.7,58.8,29.7,0,0,0,29.7,29.7,58.8,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,28,39.4,22.62,56.95960801,0.259054112
JVASP-106137,50,17.5,13.1,0,0.5,0,17.5,46,11.2,0,0.3,0,13.1,11.2,72.6,0,1.7,0,0,0,0,15.9,0,0,0.5,0.3,1.7,0,14.3,0,0,0,0,0,0,16.2,28.02222222,17.73333333,43.93267845,0.23870334
JVASP-2931,64.3,9.7,13.8,0,2.9,0,9.7,24.6,9.9,0,-0.6,0,13.8,9.9,30.8,0,-5.2,0,0,0,0,10.4,0,1.9,2.9,-0.6,-5.2,0,10.7,0,0,0,0,1.9,0,17.9,20.72222222,13.55333333,33.38215355,0.231510829
JVASP-135589,-69.2,-20.8,10.8,0,-8.4,0,-20.8,29.2,11.2,0,1,0,10.8,11.2,12.2,0,2,0,0,0,0,-9.6,0,0.2,-8.4,1,2,0,-0.2,0,0,0,0,0.2,0,-0.4,-2.822222222,-3.973333333,-8.112754555,0.020900322
JVASP-135593,122.4,16.5,-7.1,0,0,0,16.5,67.9,27.2,0,0,0,-7.1,27.2,80.8,0,0,0,0,0,0,-11.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,16.7,38.25555556,16.77333333,43.90344129,0.308727383
JVASP-135595,47.6,57.8,13.1,0,0,0,57.8,47.6,13.1,0,0,0,13.1,13.1,126.2,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,24.3,0,0,0,0,0,0,24.3,43.26666667,17.86,47.09930922,0.318569687
JVASP-135596,-16.8,15.8,-22.8,0,6.1,0,15.8,0.7,31.5,0,-11.1,0,-22.8,31.5,-153.1,0,-11.9,0,0,0,0,-3.2,0,-0.4,6.1,-11.1,-11.9,0,-18.2,0,0,0,0,-0.4,0,-4.1,-13.35555556,-18.01333333,-37.27966024,0.034779614
JVASP-135597,102.5,-0.3,-4.5,0,0,0,-0.3,72.3,21.1,0,0,0,-4.5,21.1,38.7,0,0,0,0,0,0,3.3,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,-5.7,27.34444444,11.50666667,30.27357993,0.315480009
JVASP-135599,109.5,9.3,9.3,0,0,0,9.3,159.2,36.7,0,0,0,9.3,36.7,159.2,0,0,0,0,0,0,9.2,0,0,0,0,0,0,-16.8,0,0,0,0,0,0,9.2,59.83333333,25.16,66.20082087,0.315596599
JVASP-135600,37.3,36.1,23.1,-8.8,0,0,36.1,47.2,36.8,-13.2,0,0,23.1,36.8,51,1.3,0,0,-8.8,-13.2,1.3,24.9,0,0,0,0,0,0,-5.4,-1.3,0,0,0,0,-1.3,1.8,36.38888889,6.893333333,19.45172037,0.410908151
JVASP-10862,60.4,21.3,18,0,0.2,0,21.3,57.2,15.3,0,2,0,18,15.3,90.6,0,4.7,0,0,0,0,20.1,0,1.1,0.2,2,4.7,0,20.5,0,0,0,0,1.1,0,21.6,35.26666667,22.68,56.02920299,0.235211706
JVASP-137056,7.8,4.4,-13.7,-10.3,0,0,4.4,-21.7,-2.6,-14.5,0,0,-13.7,-2.6,-183.6,-42.5,0,0,-10.3,-14.5,-42.5,-10.3,0,0,0,0,0,0,-9,0.3,0,0,0,0,0.3,-0.7,-24.58888889,-16.37333333,-40.19767769,0.227534946
JVASP-137057,83.7,14,9,-0.1,9.8,-0.1,14,87.4,23.5,-0.3,-1.1,-0.1,9,23.5,15,-0.2,-1.6,-0.1,-0.1,-0.3,-0.2,20.8,0,7.9,9.8,-1.1,-1.6,0,21.3,-0.3,-0.1,-0.1,-0.1,7.9,-0.3,5.8,31.01111111,18.88666667,47.09854062,0.246872766
JVASP-137058,185.9,-2.9,5.5,0,0,0,-2.9,57.1,29.1,0,0,0,5.5,29.1,82.8,0,0,0,0,0,0,11.3,0,0,0,0,0,0,-7.6,0,0,0,0,0,0,-28.7,43.24444444,14.60666667,39.38558034,0.348205626
JVASP-137060,-209,-102,-37.8,0,10.8,0,-102,-110.6,-34.2,0,8.4,0,-37.8,-34.2,-39,0,-6.6,0,0,0,0,-9,0,-1.7,10.8,8.4,-6.6,0,-8.6,0,0,0,0,-1.7,0,-9,-78.51111111,-17.62666667,-49.1981461,0.39556012
JVASP-137061,28.8,68,74.9,6.9,12.7,3.4,68,27,43.7,-12,5.2,-6.2,74.9,43.7,57.5,4,-2.2,-6.6,6.9,-12,4,-4.5,10.3,-5.8,12.7,5.2,-2.2,10.3,-11,-1.3,3.4,-6.2,-6.6,-5.8,-1.3,-3.2,54.05555556,-8.626666667,-27.33407147,0.584277713
JVASP-137065,143.3,-3.7,28.1,0,0,0,-3.7,13.4,6.6,0,0,0,28.1,6.6,112.6,0,0,0,0,0,0,-4.3,0,0,0,0,0,0,-3.4,0,0,0,0,0,0,1.4,36.81111111,14.62666667,38.74791833,0.324564209
JVASP-137068,23.7,37.7,70.9,0,-3.2,0,37.7,-30.8,55.8,0,-4.6,0,70.9,55.8,36.6,0,-2.7,0,0,0,0,-17.7,0,-0.5,-3.2,-4.6,-2.7,0,-6.7,0,0,0,0,-0.5,0,-6.7,39.81111111,-15.21333333,-52.30221966,0.718959893
JVASP-7066,65.9,28.4,24.8,0,0,0,28.4,65.9,24.8,0,0,0,24.8,24.8,72.8,0,0,0,0,0,0,18.8,0,0,0,0,0,0,29.6,0,0,0,0,0,0,29.6,40.06666667,24.04,60.1,0.25
JVASP-139540,73,41.8,46.7,-1.2,0,-5.4,41.8,67.9,51.8,-4.2,-0.9,4,46.7,51.8,169.4,-4.3,-1.2,-0.7,-1.2,-4.2,-4.3,22.5,-0.6,1.4,0,-0.9,-1.2,-0.6,8.7,-10.7,-5.4,4,-0.7,1.4,-10.7,5.2,65.65555556,18.61333333,51.01873396,0.370488914
JVASP-139542,-177.5,-189.4,70,180.6,116,19.5,-189.4,-286.3,99.9,211.3,133.1,43.1,70,99.9,-34,-46.2,-23.9,-5,180.6,211.3,-46.2,-161,-108.4,-28.8,116,133.1,-23.9,-108.4,-92.1,-12.4,19.5,43.1,-5,-28.8,-12.4,-15.5,-59.64444444,-85.60666667,-173.7115698,0.014591366
JVASP-139544,84.3,-10.4,63,0,0,0,-10.4,-335.5,14.5,0,0,0,63,14.5,55.9,0,0,0,0,0,0,8.6,0,0,0,0,0,0,-0.8,0,0,0,0,0,0,-64,-6.788888889,-28.73333333,-35.75573659,-0.377800407
JVASP-139545,118.1,56.9,26,0,0,0,56.9,118.1,26,0,0,0,26,26,248.1,0,0,0,0,0,0,57.5,0,0,0,0,0,0,20.5,0,0,0,0,0,0,20.5,78.01111111,44.72666667,112.6509997,0.25932702
JVASP-139546,101.3,5.8,13.2,0,-3.8,0,5.8,46.9,3.4,0,3,0,13.2,3.4,46,0,8,0,0,0,0,3.3,0,-2.3,-3.8,3,8,0,7.6,0,0,0,0,-2.3,0,15.6,26.55555556,16.75333333,41.52713821,0.239369425
JVASP-139551,85.7,51.9,4.7,0.1,0.9,0,51.9,85.8,5.1,0.1,-1.1,0.1,4.7,5.1,49.5,-0.2,-0.8,-0.3,0.1,0.1,-0.2,17,0,0.8,0.9,-1.1,-0.8,0,2.3,-0.1,0,0.1,-0.3,0.8,-0.1,1.8,38.26666667,14.84,39.4237581,0.328293737
JVASP-139552,73.1,44.4,17.7,0,0,0,44.4,114.2,56.8,0,0,0,17.7,56.8,39.7,0,0,0,0,0,0,-125.7,0,0,0,0,0,0,4.1,0,0,0,0,0,0,-14.5,51.64444444,-20.01333333,-68.94602233,0.722502224
JVASP-49837,118.4,92.8,69.1,0,16.8,0,92.8,253.3,111,0,-8.9,0,69.1,111,210.2,0,25.8,0,0,0,0,79.2,0,12.7,16.8,-8.9,25.8,0,91.1,0,0,0,0,12.7,0,43.8,125.3,63.42,162.7941683,0.283460803
JVASP-32,469.8,153.3,114.1,0,-20.8,0,153.3,469.8,114.1,0,20.8,0,114.1,114.1,468.9,0,0,0,0,0,0,158.3,0,-20.8,-20.8,20.8,0,0,140.9,0,0,0,0,-20.8,0,140.9,241.2777778,156.4866667,386.0082659,0.233358324
JVASP-85600,332.7,36.1,0.8,0,-16.8,0.1,36.1,119.3,41.8,0,5.6,0,0.8,41.8,96,0,16.4,0,0,0,0,57,0,-9.7,-16.8,5.6,16.4,0,57.8,0,0.1,0,0,-9.7,0,22.2,78.37777778,58.68666667,140.8943389,0.2003948
JVASP-105710,424,68,99.5,0,0,0,68,282.2,151.1,0,0,0,99.5,151.1,362.1,0,0,0,0,0,0,100.7,0,0,0,0,0,0,200.4,0,0,0,0,0,0,125.4,189.5,135.28,327.8297764,0.211671261
JVASP-96735,-855.6,268.2,130,-55.3,-35.1,-87.7,268.2,-128.6,76.9,23.2,28.7,18.6,130,76.9,-162.2,-39.6,28.1,0.3,-55.3,23.2,-39.6,-98.3,-2.9,13.3,-35.1,28.7,28.1,-2.9,-146.7,-5.6,-87.7,18.6,0.3,13.3,-5.6,-135.3,-21.8,-184.16,-144.7835871,-0.606908158
JVASP-93395,333.5,22.3,95.2,0,0,0,22.3,152.7,80.6,0,0,0,95.2,80.6,376.5,0,0,0,0,0,0,34.2,0,0,0,0,0,0,50.2,0,0,0,0,0,0,127.9,139.8777778,86.76666667,215.7001514,0.242989731
JVASP-49795,128.5,64.9,30.2,0,0,0,64.9,217.3,46.2,0,0,0,30.2,46.2,161,0,0,0,0,0,0,32.7,0,0,0,0,0,0,24.2,0,0,0,0,0,0,62.8,87.71111111,48.30666667,122.4418272,0.267338813
JVASP-16003,-25.1,85.4,85.4,0,0,0,85.4,-25.1,85.4,0,0,0,85.4,85.4,-25.1,0,0,0,0,0,0,-78.5,0,0,0,0,0,0,-78.5,0,0,0,0,0,0,-78.5,48.56666667,-69.2,-395.3898039,1.856862745
JVASP-16004,110.8,142.9,142.9,0,0,0,142.9,110.8,142.9,0,0,0,142.9,142.9,110.8,0,0,0,0,0,0,-13.4,0,0,0,0,0,0,-13.4,0,0,0,0,0,0,-13.4,132.2,-14.46,-45.02147904,0.556759303
JVASP-50058,459.3,125.9,68.6,0,0,4.7,125.9,459.3,68.6,0,0,-4.7,68.6,68.6,356.4,0,0,0,0,0,0,166.7,-4.7,0,0,0,0,-4.7,92.6,0,4.7,-4.7,0,0,0,92.6,200.1333333,137.84,336.309883,0.219928479
JVASP-49866,461.7,128.2,74.1,0,-7.8,-7.1,128.2,461.7,74.1,0,7.8,7.1,74.1,74.1,342.4,0,0,0,0,0,0,166.8,7.1,-7.8,-7.8,7.8,0,7.1,95.9,0,-7.1,7.1,0,-7.8,0,95.9,202.0666667,137.68,336.5930634,0.222374577
JVASP-50026,281.5,148.2,109.3,0,15.7,0,148.2,281.8,134.7,0,-16.4,0,109.3,134.7,361.5,0,-8.8,0,0,0,0,78.7,0,4.8,15.7,-16.4,-8.8,0,109.2,0,0,0,0,4.8,0,82.4,189.9111111,89.56666667,232.1967946,0.296223267
JVASP-49931,300.8,123.5,138.8,0,16.6,0,123.5,238.1,146.8,0,-42.5,0,138.8,146.8,322.7,0,2.3,0,0,0,0,54.7,0,1.4,16.6,-42.5,2.3,0,76.9,0,0,0,0,1.4,0,75.2,186.6444444,71.52666667,190.2741182,0.330092167
JVASP-10076,403.1,114.2,67.7,0,-14.3,0,114.2,280.3,140.5,0,28.5,0,67.7,140.5,418.2,0,-15.5,0,0,0,0,123.7,0,-21.9,-14.3,28.5,-15.5,0,104.1,0,0,0,0,-21.9,0,78.6,194.0444444,113.2266667,284.3693204,0.255752416
JVASP-57670,484.6,92.5,154,0,0,0,92.5,477.8,149.6,0,0,0,154,149.6,412.8,0,0,0,0,0,0,130.7,0,0,0,0,0,0,151.5,0,0,0,0,0,0,174.6,240.8222222,156.6333333,386.1757328,0.232738028
JVASP-137965,254.4,196.6,15.2,0,0,0,196.6,254.4,15.2,0,0,0,15.2,15.2,76,0,0,0,0,0,0,28.9,0,0,0,0,0,0,20.6,0,0,0,0,0,0,20.6,115.4222222,37.87333333,102.4179171,0.352111209
JVASP-137969,22.4,518.4,-2.7,0,0,0,518.4,22.4,-2.7,0,0,0,-2.7,-2.7,18.3,0,0,0,0,0,0,-248,0,0,0,0,0,0,-10,0,0,0,0,0,0,-10,121.0111111,-83.59333333,-325.7998115,0.948718866
JVASP-137974,-43,340.8,-9.4,0,0,0,340.8,-43,-9.4,0,0,0,-9.4,-9.4,130.1,0,0,0,0,0,0,-191.9,0,0,0,0,0,0,7.1,0,0,0,0,0,0,7.1,76.45555556,-54.06666667,-212.2263168,0.962635482
JVASP-137975,363.6,-41,92.4,0,0,0,-41,363.6,92.4,0,0,0,92.4,92.4,237.3,0,0,0,0,0,0,55.2,0,0,0,0,0,0,-319.6,0,0,0,0,0,0,-319.6,139.1222222,-62.08666667,-218.8097144,0.762131277
JVASP-137978,421.8,93.4,13.6,0,0,0,93.4,421.8,13.6,0,0,0,13.6,13.6,122.6,0,0,0,0,0,0,75,0,0,0,0,0,0,38.2,0,0,0,0,0,0,38.2,134.1555556,86.65333333,213.9050431,0.234257442
JVASP-137979,224.1,26.7,-4.6,0,0,0,26.7,135.4,23.2,0,0,0,-4.6,23.2,64.9,0,0,0,0,0,0,-11,0,0,0,0,0,0,-2.3,0,0,0,0,0,0,-16.8,57.22222222,19.25333333,51.935191,0.348732453
JVASP-137985,100.5,13.1,24.4,0,-0.3,0,13.1,159.5,45.2,0,0.1,0,24.4,45.2,150.3,0,-0.9,0,0,0,0,-11.6,0,0.4,-0.3,0.1,-0.9,0,16.1,0,0,0,0,0.4,0,-67.8,63.96666667,9.18,26.2827034,0.431519793
